phone_number,parcels_sent,parcels_received,avg_parcel_value,intl_shipments,delivery_delay,lost_parcels,pickup_usage,home_delivery_ratio,business_client,visa_card,preferred_delivery_method,money_transfers_frequency,ecommerce_shipper,utility_payments_at_branch,international_destination,shipment_cancelled_lastmin,marketing_consent
+9940775156360,8,3,101.09,1,1,0,0,0.427,1,0,branch,0,0,3,Turkey,0,1
+9940503620946,8,5,110.65,0,0,0,1,0.241,1,0,branch,0,0,2,Turkey,0,1
+9940506928780,5,5,160.32,2,0,0,0,0.284,0,1,branch,1,0,2,None,0,1
+9940554153822,6,3,73.25,2,0,0,0,0.129,0,1,branch,1,0,3,UAE,0,0
+9940775989590,3,4,98.72,2,2,0,1,0.547,0,0,branch,1,0,3,Turkey,0,1
+9940704328363,1,4,124.83,2,0,0,1,0.98,0,0,home,0,0,1,Turkey,0,1
+9940503886439,7,2,65.21,1,0,0,0,0.415,0,1,branch,2,0,4,Turkey,0,0
+9940779732120,5,1,97.59,1,1,0,1,0.735,0,0,home,1,0,1,UK,1,1
+9940774111576,3,7,75.04,0,1,1,0,0.254,0,1,branch,1,0,2,Turkey,0,1
+9940771634683,7,5,112.38,2,1,0,0,0.944,0,0,home,0,0,1,Russia,0,0
+9940774407334,5,2,121.69,1,1,0,1,0.361,0,0,branch,0,0,4,UAE,0,0
+9940515789295,4,5,134.69,1,1,0,0,0.341,0,0,branch,0,0,1,UAE,0,1
+9940771851757,3,9,158.44,0,0,0,0,0.285,0,0,branch,0,0,3,Turkey,0,1
+9940513751159,9,2,113.8,0,1,0,0,0.262,1,0,branch,1,0,0,UAE,0,1
+9940772494563,8,6,45.3,1,0,0,0,0.158,1,0,branch,1,0,2,UAE,0,1
+9940555505834,7,7,90.84,0,1,0,0,0.951,0,0,home,0,0,1,UK,0,1
+9940707508023,6,4,56.49,0,2,0,0,0.406,0,0,branch,0,0,1,UAE,0,1
+9940709716321,8,10,62.07,1,0,0,0,0.793,1,0,home,2,0,1,Russia,0,0
+9940704501870,5,7,160.76,1,1,0,1,0.778,0,1,home,1,0,0,Turkey,1,0
+9940708769326,8,3,116.84,0,0,1,1,0.294,1,1,branch,0,0,0,UAE,0,1
+9940702930850,4,4,75.03,1,0,0,0,0.178,0,0,branch,0,0,3,UK,0,0
+9940708024472,6,5,186.35,1,1,0,0,0.053,0,0,branch,3,0,3,Turkey,0,1
+9940506064051,2,4,52.14,1,0,0,1,0.857,0,1,home,1,0,2,Russia,0,1
+9940777823558,6,7,97.07,1,1,0,0,0.621,0,0,home,0,0,4,Turkey,0,1
+9940557799855,5,5,145.71,0,1,0,0,0.613,0,0,home,0,0,1,None,0,1
+9940515791890,4,1,149.88,0,1,1,1,0.15,0,0,branch,1,0,2,Germany,0,1
+9940553316801,8,5,59.86,1,1,0,0,0.127,1,0,branch,2,0,4,Russia,0,1
+9940775735656,5,8,69.05,1,1,0,0,0.761,0,0,home,0,0,2,Russia,1,1
+9940778441108,5,6,76.17,1,1,0,0,0.539,0,1,branch,1,0,3,Turkey,0,1
+9940779735930,6,7,66.26,3,0,0,1,0.622,0,1,home,0,0,0,Turkey,0,0
+9940559347542,4,6,111.14,1,3,0,0,0.439,0,1,branch,0,0,2,UAE,0,1
+9940702633203,7,5,68.92,0,1,1,0,0.807,0,0,home,2,0,4,None,0,1
+9940516376550,2,4,76.14,1,2,0,0,0.652,0,0,home,0,0,4,None,0,0
+9940701941354,8,5,73.01,1,1,0,1,0.683,1,0,home,0,0,4,None,1,1
+9940707020528,4,9,104.78,0,1,0,1,0.744,0,0,home,1,0,3,Russia,0,1
+9940519931020,4,3,73.69,2,1,0,1,0.725,0,1,home,1,0,4,UK,1,1
+9940511473183,3,6,88.86,2,4,0,1,0.134,0,1,branch,0,0,0,UAE,0,1
+9940506909153,2,3,143.37,3,1,0,0,0.995,0,0,home,2,0,3,None,0,1
+9940509509678,3,4,45.72,0,1,0,1,0.229,0,1,branch,1,0,4,None,0,0
+9940558624658,7,3,54.19,1,0,0,0,0.75,0,0,home,0,0,3,None,0,0
+9940554532362,0,1,97.27,1,0,0,1,0.519,0,1,branch,0,0,2,Turkey,0,1
+9940501935297,5,3,55.87,1,1,0,1,0.586,0,0,branch,1,0,1,None,0,1
+9940559315102,3,3,83.05,0,0,0,0,0.633,0,0,home,1,0,3,Russia,1,1
+9940709291901,5,5,132.37,0,1,0,0,0.237,0,1,branch,1,0,4,UAE,0,1
+9940516210797,2,7,131.01,3,0,0,0,0.947,0,1,home,0,0,1,Turkey,0,1
+9940519810051,6,10,98.3,1,1,0,1,0.91,0,0,home,0,0,4,UK,0,0
+9940511041569,6,3,119.83,0,0,0,0,0.979,0,0,home,0,0,0,None,0,1
+9940556549495,3,7,71.02,0,0,0,0,0.529,0,0,branch,1,0,2,Russia,0,0
+9940511346877,7,5,85.1,0,0,0,1,0.98,0,0,home,1,0,0,UAE,0,0
+9940709421247,5,4,101.68,0,1,0,1,0.563,0,0,branch,0,0,4,None,0,0
+9940517123768,7,10,112.36,2,1,0,1,0.069,0,0,branch,1,0,2,Turkey,0,1
+9940559220857,3,4,113.39,1,2,0,0,0.767,0,0,home,0,0,1,UAE,1,1
+9940516064011,10,4,57.43,0,0,0,0,0.753,1,0,home,2,0,1,Turkey,1,0
+9940501749367,6,7,107.8,0,2,0,0,0.537,0,0,branch,0,0,1,Turkey,1,1
+9940701238791,6,8,178.08,1,2,0,1,0.33,0,1,branch,1,0,0,UAE,0,1
+9940514020160,5,4,124.52,1,2,0,0,0.677,0,0,home,0,0,0,None,0,1
+9940517691138,6,4,48.33,1,3,0,1,0.688,0,0,home,3,0,3,Russia,0,1
+9940702359290,7,1,134.85,1,0,1,1,0.188,0,1,branch,1,0,0,Russia,0,1
+9940778669307,7,7,129.04,0,2,0,0,0.846,0,0,home,0,0,2,UAE,0,1
+9940703155350,6,7,146.26,1,3,0,0,0.479,0,0,branch,0,0,4,Germany,0,1
+9940775467756,6,2,76.13,3,1,0,0,0.341,0,1,branch,0,0,3,None,0,1
+9940772827729,6,2,154.81,2,0,0,0,0.18,0,0,branch,2,0,3,None,0,0
+9940555191816,5,4,108.07,0,1,0,0,0.515,0,0,branch,1,0,0,None,0,0
+9940705069566,5,7,101.72,1,0,0,0,0.959,0,0,home,1,0,3,Russia,0,0
+9940511049257,1,3,64.59,1,1,0,0,0.243,0,1,branch,0,0,2,Russia,0,1
+9940556110302,4,2,72.06,1,4,0,1,0.324,0,1,branch,2,0,2,None,0,0
+9940558079846,4,0,142.67,1,1,0,1,0.344,0,0,branch,0,0,2,Russia,0,1
+9940779426483,5,5,141.83,0,5,1,0,0.845,0,0,home,1,0,2,UAE,0,0
+9940773976444,4,5,102.91,2,0,0,1,0.909,0,0,home,1,0,1,UAE,0,1
+9940558925275,3,1,110.59,2,3,0,1,0.466,0,1,branch,0,0,3,Turkey,0,0
+9940708908871,5,4,5.0,0,0,0,1,0.6,0,1,branch,1,0,4,Turkey,0,1
+9940519895443,7,3,71.75,1,0,0,1,0.248,0,1,branch,0,0,2,Germany,0,0
+9940774357544,7,5,92.01,0,0,0,0,0.855,0,1,home,1,0,4,Turkey,0,0
+9940558658022,6,3,68.95,1,1,0,1,0.687,0,0,home,0,0,1,Turkey,0,0
+9940556085700,7,4,77.28,0,1,0,1,0.744,0,0,home,3,0,2,Turkey,1,1
+9940701524436,4,4,80.95,1,0,1,1,0.394,0,1,branch,0,0,1,Turkey,0,1
+9940703433075,7,4,32.67,2,2,0,0,0.974,0,0,home,0,0,0,Turkey,0,1
+9940507048461,7,4,154.89,2,2,0,0,0.473,0,0,branch,2,0,4,Russia,0,1
+9940512445294,5,2,85.54,2,1,0,1,0.708,0,1,home,1,0,0,UK,0,0
+9940504912587,8,8,70.0,1,1,0,1,0.163,1,0,branch,0,0,2,Turkey,0,0
+9940707974170,8,7,85.43,0,0,0,0,0.781,1,0,home,0,0,4,None,0,1
+9940502347835,5,4,71.63,1,1,0,0,0.043,0,1,branch,1,0,3,UAE,0,0
+9940515469313,4,1,46.87,1,0,0,1,0.852,0,0,home,0,0,0,Turkey,0,1
+9940552933727,3,4,41.41,2,2,0,0,0.256,0,0,branch,1,0,1,None,2,1
+9940705828390,7,5,58.61,4,0,0,1,0.034,0,0,branch,0,0,4,Germany,0,1
+9940553166402,6,2,76.63,2,0,0,1,0.85,0,1,home,0,0,0,Turkey,0,1
+9940779688742,4,4,90.84,1,0,0,1,0.91,0,0,home,0,0,1,Turkey,0,0
+9940771690310,4,2,123.16,1,1,0,1,0.795,0,0,home,1,0,4,None,1,1
+9940509672218,5,6,93.93,2,0,0,1,0.858,0,0,home,2,0,2,Russia,0,1
+9940778126873,4,2,67.97,0,1,0,1,0.758,0,0,home,1,0,2,Germany,0,1
+9940708700778,6,2,96.67,0,0,0,1,0.434,0,0,branch,0,0,2,Russia,0,1
+9940708663580,4,3,83.01,1,0,0,1,0.981,0,1,home,2,0,3,None,1,1
+9940502688483,4,7,91.97,1,2,0,1,0.835,0,1,home,1,0,0,UAE,0,1
+9940709379824,5,6,48.27,2,2,0,0,0.26,0,0,branch,2,0,1,Turkey,0,0
+9940706348453,3,6,126.41,2,1,0,1,0.02,0,1,branch,0,0,4,Russia,0,1
+9940559659414,5,7,103.96,4,0,0,1,0.39,0,0,branch,1,0,3,Turkey,0,1
+9940508903325,4,6,103.26,1,0,0,0,0.722,0,1,home,1,0,4,Russia,0,1
+9940556216490,4,5,67.58,4,1,0,0,0.659,0,1,home,2,0,0,Russia,1,1
+9940774370175,3,2,113.73,2,1,0,1,0.172,0,0,branch,2,0,2,UK,0,0
+9940702055584,5,0,137.01,0,2,0,0,0.166,0,1,branch,1,0,2,Germany,0,1
+9940501909955,2,3,166.48,0,0,0,0,0.998,0,0,home,0,0,2,Russia,0,1
+9940774507386,1,10,117.76,1,0,0,0,0.093,0,0,branch,0,0,2,Russia,0,1
+9940778298665,7,3,97.29,1,1,0,0,0.014,0,0,branch,2,0,4,Russia,0,1
+9940505548093,6,4,126.28,0,1,0,1,0.543,0,0,branch,3,0,1,UAE,0,1
+9940775335871,4,7,99.08,1,1,0,1,0.22,0,0,branch,1,0,4,Turkey,1,0
+9940553200083,4,4,197.64,2,2,0,1,0.902,0,0,home,0,0,2,UAE,0,1
+9940556079533,3,6,88.12,1,0,0,1,0.793,0,1,home,1,0,4,None,0,1
+9940556742677,3,6,44.18,0,3,0,0,0.69,0,1,home,1,0,4,Turkey,0,1
+9940709839297,5,5,150.12,1,0,0,1,0.024,0,0,branch,0,0,0,Russia,1,0
+9940777564751,3,4,107.68,3,2,0,0,0.332,0,0,branch,0,0,2,Russia,0,1
+9940706464902,3,6,28.77,1,1,0,1,0.768,0,0,home,1,0,2,Turkey,0,0
+9940779190690,6,5,124.98,0,0,1,0,0.314,0,0,branch,2,0,2,UAE,1,1
+9940774824814,10,4,111.46,1,3,0,0,0.603,1,0,home,1,0,4,Russia,0,1
+9940509414539,5,4,164.17,1,0,0,0,0.064,0,0,branch,1,0,0,UAE,0,1
+9940514329858,7,7,67.33,2,0,1,0,0.625,0,1,home,1,0,3,None,0,1
+9940702150012,6,7,71.29,0,1,0,1,0.624,0,0,home,2,0,2,Turkey,0,1
+9940554758573,5,7,69.05,1,1,0,0,0.533,0,0,branch,1,0,2,UAE,1,1
+9940502158897,7,4,35.87,2,4,0,0,0.512,0,0,branch,1,0,3,UAE,0,0
+9940502065591,3,3,72.0,2,2,0,1,0.063,0,1,branch,0,0,2,Turkey,0,0
+9940558930876,7,6,133.03,1,3,0,0,0.301,0,0,branch,1,0,4,Turkey,1,1
+9940708152754,9,3,92.94,1,3,0,0,0.599,1,1,branch,1,0,4,UK,1,1
+9940502990905,4,8,169.83,0,1,0,1,0.004,0,1,branch,0,0,2,Turkey,0,0
+9940508539450,7,5,62.07,1,1,0,1,0.781,0,0,home,2,0,4,None,0,1
+9940501620119,4,5,146.74,3,0,0,0,0.125,0,1,branch,0,0,3,UAE,0,1
+9940553559573,3,6,161.98,1,1,0,1,0.086,0,0,branch,1,0,4,Russia,1,1
+9940507354915,3,4,64.08,1,2,0,0,0.446,0,1,branch,0,0,1,Russia,0,1
+9940553734169,2,6,166.95,1,0,0,1,0.947,0,0,home,2,0,1,Turkey,0,0
+9940557574531,2,4,66.91,1,3,0,1,0.062,0,1,branch,1,0,3,Turkey,0,1
+9940558869007,3,4,101.23,0,2,0,0,0.516,0,1,branch,2,0,2,Turkey,0,1
+9940701594555,6,2,141.03,1,1,0,0,0.825,0,0,home,1,0,3,None,0,1
+9940551215733,4,3,111.03,1,0,0,0,0.169,0,0,branch,2,0,4,Russia,0,1
+9940709460017,6,3,60.95,2,2,0,1,0.253,0,0,branch,0,0,4,UAE,0,0
+9940705684116,3,7,72.86,1,2,0,1,0.662,0,1,home,1,0,3,UK,0,1
+9940775558268,6,8,99.46,0,1,0,1,0.539,0,1,branch,0,0,0,Turkey,1,1
+9940705173080,7,5,143.7,1,0,0,0,0.664,0,0,home,2,0,0,UK,0,1
+9940554902513,4,6,52.14,1,1,0,1,0.422,0,1,branch,1,0,1,Germany,0,1
+9940557211140,4,3,126.53,1,1,0,1,0.518,0,1,branch,1,0,3,Russia,2,1
+9940516217709,7,2,177.49,1,0,0,1,0.892,0,0,home,0,0,1,Turkey,0,0
+9940552470525,6,12,95.4,0,2,0,0,0.893,0,0,home,1,0,3,Turkey,0,1
+9940506639746,4,8,19.91,0,3,0,0,0.161,0,1,branch,1,0,3,UAE,0,1
+9940777014975,2,5,145.06,1,2,0,1,0.838,0,0,home,0,0,1,UAE,0,1
+9940772022408,4,6,85.54,1,2,0,0,0.047,0,1,branch,0,0,1,Russia,0,0
+9940504390605,4,5,76.64,0,0,0,0,0.756,0,1,home,1,0,2,None,0,1
+9940708114566,7,6,153.98,2,1,0,1,0.457,0,1,branch,0,0,1,Russia,0,0
+9940506568432,1,3,42.53,2,2,0,0,0.776,0,0,home,2,0,0,UK,0,1
+9940702227328,7,8,45.84,1,1,0,0,0.711,0,1,home,1,0,2,Russia,0,1
+9940501360855,2,5,97.31,0,0,0,0,0.769,0,0,home,1,0,1,Turkey,0,1
+9940556230899,6,5,175.93,4,0,0,1,0.716,0,1,home,0,0,1,None,0,1
+9940705155544,2,5,77.98,0,1,0,1,0.951,0,0,home,1,0,2,UAE,0,1
+9940709649462,4,8,107.56,0,0,0,0,0.457,0,0,branch,0,0,1,UAE,0,1
+9940555700257,3,5,102.81,2,2,0,0,0.645,0,0,home,0,0,0,UK,1,1
+9940779383397,6,3,90.48,2,1,0,1,0.858,0,0,home,1,0,0,Russia,1,1
+9940702928937,7,6,76.61,1,1,0,0,0.726,0,1,home,1,0,0,None,0,1
+9940515026037,5,8,81.2,2,4,0,0,0.77,0,1,home,1,0,1,Russia,0,1
+9940702256612,7,7,124.8,2,0,0,1,0.959,0,1,home,2,0,3,UK,0,1
+9940706168061,7,6,48.61,0,0,0,1,0.948,0,0,home,1,0,2,UK,0,1
+9940512696268,6,8,130.53,3,1,0,1,0.692,0,0,home,0,0,0,Turkey,0,0
+9940705430367,4,6,49.01,0,1,0,0,0.83,0,0,home,0,0,0,None,0,1
+9940774097269,2,3,178.54,0,3,0,0,0.905,0,0,home,0,0,0,Russia,0,1
+9940772671567,5,5,130.59,1,1,0,0,0.083,0,0,branch,1,0,2,UK,0,0
+9940701871291,4,7,143.22,1,1,0,0,0.558,0,1,branch,0,0,2,Russia,0,1
+9940705608467,4,7,99.84,4,2,1,0,0.398,0,0,branch,0,0,1,Turkey,0,0
+9940519525877,5,5,80.61,1,1,1,0,0.117,0,0,branch,1,0,0,None,0,0
+9940702788734,2,4,64.53,1,1,0,0,0.352,0,0,branch,1,0,4,None,1,1
+9940514644946,4,5,115.63,4,2,0,0,0.544,0,0,branch,1,0,1,None,0,1
+9940553021459,8,1,100.7,1,0,0,1,0.127,1,0,branch,0,0,0,Turkey,2,0
+9940518280725,6,4,137.11,2,0,0,0,0.06,0,1,branch,2,0,4,Russia,0,1
+9940514734122,7,6,135.02,3,3,1,1,0.556,0,0,branch,0,0,0,Russia,0,0
+9940509769753,6,6,128.26,0,1,0,0,0.131,0,0,branch,1,0,2,Turkey,0,1
+9940773206507,1,6,128.03,0,0,1,0,0.338,0,1,branch,1,0,2,Turkey,1,1
+9940501726617,5,6,131.39,1,0,0,1,0.305,0,0,branch,1,0,0,Turkey,0,0
+9940506242681,4,9,90.53,1,2,0,0,0.031,0,0,branch,1,0,1,Russia,1,1
+9940776865024,7,4,69.56,0,1,0,1,0.019,0,0,branch,0,0,3,UAE,0,1
+9940559916670,5,7,54.8,3,0,0,0,0.112,0,1,branch,0,0,0,Russia,0,0
+9940558842680,2,7,121.23,0,1,1,1,0.337,0,0,branch,3,0,1,Turkey,1,1
+9940708957528,5,6,79.87,1,1,1,0,0.947,0,1,home,1,0,3,Russia,0,0
+9940516708109,8,4,120.7,1,2,0,0,0.456,1,0,branch,1,0,0,Russia,0,1
+9940504238333,5,5,43.25,2,0,0,0,0.948,0,1,home,0,0,4,None,0,1
+9940704861234,4,7,130.24,1,0,0,1,0.198,0,0,branch,1,0,4,UK,0,1
+9940502203703,5,5,94.06,1,0,0,1,0.169,0,0,branch,0,0,4,UAE,0,1
+9940554879686,7,5,41.32,0,1,0,1,0.352,0,0,branch,0,0,0,UAE,0,0
+9940774279946,3,2,55.37,1,0,0,0,0.182,0,1,branch,0,0,3,None,0,1
+9940771323089,7,4,163.97,1,1,0,0,0.895,0,0,home,1,0,2,None,0,1
+9940512840209,6,2,116.12,1,5,0,1,0.975,0,1,home,0,0,1,Turkey,0,1
+9940705811406,4,2,60.37,2,2,0,0,0.449,0,0,branch,1,0,1,Turkey,0,1
+9940704324086,2,4,172.45,0,1,0,0,0.351,0,0,branch,4,0,2,UK,0,1
+9940559941885,5,5,161.51,2,4,0,0,0.011,0,0,branch,0,0,1,None,1,0
+9940505306749,3,1,135.23,1,1,1,1,0.272,0,0,branch,0,0,0,Russia,0,0
+9940519628366,5,4,91.21,2,0,0,0,0.226,0,0,branch,1,0,1,Russia,0,1
+9940706946399,7,5,71.67,1,0,0,1,0.329,0,0,branch,0,0,4,Russia,0,0
+9940771363593,8,2,26.65,1,1,1,0,0.315,1,0,branch,1,0,1,UAE,0,1
+9940502831006,5,3,49.14,1,1,0,1,0.918,0,1,home,0,0,3,UAE,0,1
+9940707352172,5,7,80.81,1,1,0,0,0.418,0,1,branch,0,0,1,None,1,1
+9940775906057,5,1,106.31,0,0,0,0,0.862,0,1,home,2,0,1,None,0,1
+9940773715883,7,5,131.16,1,0,1,1,0.774,0,0,home,2,0,0,Turkey,1,1
+9940555698761,2,6,68.73,0,2,0,0,0.75,0,0,home,2,0,3,Russia,0,0
+9940509126901,8,6,37.76,2,1,0,1,0.487,1,0,branch,0,0,4,Turkey,0,1
+9940514498372,5,3,49.38,0,1,0,1,0.002,0,0,branch,2,0,2,UK,0,1
+9940771406032,5,9,121.65,1,1,0,0,0.117,0,0,branch,0,0,3,Turkey,1,0
+9940773798632,4,10,141.67,1,1,0,1,0.375,0,0,branch,1,0,2,Russia,0,0
+9940709422865,3,7,88.72,2,0,0,0,0.999,0,0,home,2,0,3,Russia,0,0
+9940507855995,7,8,101.76,1,1,0,0,0.023,0,0,branch,0,0,4,UK,0,1
+9940508537280,3,6,161.92,1,2,0,0,0.546,0,1,branch,1,0,4,UK,0,0
+9940559204459,11,5,82.67,0,1,1,1,0.357,1,0,branch,0,1,1,UAE,0,0
+9940552057539,8,7,71.37,1,0,0,1,0.674,1,0,home,1,0,4,Turkey,0,1
+9940503544053,6,1,127.78,0,2,0,0,0.967,0,0,home,1,0,1,Turkey,0,0
+9940701538418,7,8,116.5,1,1,0,1,0.661,0,0,home,2,0,2,Turkey,0,1
+9940551042620,8,6,79.91,2,1,0,1,0.139,1,1,branch,0,0,1,Turkey,0,1
+9940508512368,8,3,123.64,1,1,0,0,0.197,1,0,branch,2,0,3,Russia,0,0
+9940509432523,9,4,54.64,1,1,0,0,0.739,1,1,home,0,0,0,Turkey,0,1
+9940552401818,6,3,97.56,0,1,0,1,0.46,0,0,branch,0,0,0,Turkey,0,0
+9940707499520,3,7,96.56,2,0,0,0,0.62,0,1,home,0,0,2,UK,0,1
+9940775814082,3,5,68.07,2,0,0,0,0.181,0,0,branch,0,0,4,Turkey,0,0
+9940551623029,3,6,47.43,0,0,0,1,0.178,0,0,branch,3,0,0,UAE,0,0
+9940519241702,3,5,82.59,0,0,0,1,0.967,0,1,home,1,0,4,Germany,0,1
+9940778841147,7,3,137.78,1,3,0,0,0.246,0,1,branch,3,0,3,Russia,0,0
+9940556107032,4,5,139.82,3,0,0,0,0.327,0,1,branch,4,0,3,Turkey,0,1
+9940517370995,5,4,144.97,1,0,0,1,0.329,0,0,branch,1,0,3,UK,0,0
+9940554575099,5,4,144.58,2,0,1,0,0.272,0,0,branch,2,0,2,UAE,1,0
+9940508135550,8,5,50.96,0,0,0,1,0.937,1,0,home,1,0,1,Russia,1,1
+9940515005144,5,4,179.15,3,2,0,1,0.048,0,1,branch,1,0,4,Turkey,0,0
+9940559902579,8,4,45.0,2,1,0,0,0.257,1,1,branch,0,0,0,UAE,2,1
+9940771568054,10,5,122.17,1,1,0,0,0.057,1,0,branch,1,0,0,Turkey,0,1
+9940702549345,6,5,124.32,0,1,0,0,0.603,0,1,home,1,0,1,UAE,0,1
+9940709718769,2,2,56.84,2,0,1,1,0.092,0,0,branch,0,0,3,Turkey,0,0
+9940553599034,6,5,76.8,0,1,0,1,0.292,0,0,branch,0,0,2,Russia,0,1
+9940503795887,5,9,106.24,2,2,0,0,0.951,0,0,home,2,0,0,Russia,1,1
+9940518121479,7,4,44.51,1,1,0,0,0.139,0,1,branch,2,0,4,UK,0,1
+9940772704271,1,3,92.99,1,1,1,0,0.553,0,0,branch,0,0,0,Russia,0,0
+9940505621846,5,8,75.91,3,3,0,1,0.169,0,0,branch,0,0,2,None,1,0
+9940773574425,2,8,123.79,0,0,0,0,0.085,0,0,branch,1,0,2,Turkey,0,0
+9940702781425,1,4,118.21,0,3,0,0,0.109,0,0,branch,0,0,1,None,0,0
+9940519679357,4,9,44.53,3,1,0,1,0.909,0,0,home,1,0,0,Turkey,0,0
+9940702799073,2,6,88.3,1,2,0,1,0.27,0,0,branch,2,0,0,UAE,0,0
+9940771848574,5,3,135.38,2,0,0,1,0.717,0,0,home,1,0,3,Turkey,0,0
+9940507065438,5,7,28.71,0,3,0,0,0.354,0,0,branch,3,0,3,UAE,0,1
+9940508805726,7,2,117.05,1,0,0,0,0.157,0,0,branch,1,0,2,Germany,0,1
+9940702147462,3,5,144.36,2,0,0,1,0.214,0,1,branch,1,0,1,Turkey,1,1
+9940777370594,5,5,159.33,0,1,0,0,0.713,0,0,home,1,0,3,None,0,1
+9940505867117,2,4,106.27,2,1,0,1,0.304,0,0,branch,1,0,4,Russia,0,1
+9940708470171,6,4,58.81,2,1,0,1,0.283,0,1,branch,1,0,2,Russia,0,0
+9940502142590,4,7,105.65,0,2,0,0,0.827,0,1,home,1,0,2,Turkey,1,1
+9940709783076,8,5,100.06,1,1,0,0,0.203,1,0,branch,2,0,3,Turkey,1,0
+9940706571995,5,8,138.91,2,0,0,0,0.365,0,0,branch,0,0,4,Germany,0,1
+9940508579391,4,11,140.32,1,0,0,1,0.876,0,0,home,2,0,3,Russia,0,0
+9940704257659,3,6,89.17,2,2,0,1,0.424,0,1,branch,0,0,4,UAE,0,1
+9940779490440,5,4,115.67,2,1,0,0,0.161,0,0,branch,1,0,3,Turkey,0,1
+9940776637264,9,5,95.57,0,1,0,0,0.859,1,1,home,0,0,4,UAE,0,1
+9940502142417,2,6,105.03,2,0,0,1,0.26,0,0,branch,0,0,4,Turkey,0,0
+9940519306112,2,7,126.68,0,0,0,1,0.248,0,1,branch,1,0,1,UAE,0,1
+9940518162096,6,3,72.6,1,0,0,0,0.82,0,0,home,0,0,2,Russia,0,1
+9940553701811,7,9,154.57,1,0,0,1,0.497,0,0,branch,0,0,1,UAE,0,0
+9940505911080,3,5,112.14,0,0,0,0,0.765,0,0,home,1,0,2,Germany,0,1
+9940774492541,8,7,104.78,0,1,0,0,0.445,1,1,branch,1,0,3,Turkey,0,1
+9940705891459,4,10,57.94,1,1,0,1,0.628,0,0,home,1,0,3,Germany,1,1
+9940779688367,5,6,61.4,2,2,0,0,0.349,0,1,branch,2,0,4,Turkey,1,1
+9940509090293,7,7,135.86,3,0,1,1,0.341,0,1,branch,0,0,1,UK,0,1
+9940502939860,6,9,179.06,1,1,0,1,0.373,0,1,branch,0,0,4,UAE,0,1
+9940779746233,4,6,116.04,2,0,0,0,0.588,0,1,branch,0,0,2,UAE,0,0
+9940514941508,5,6,195.63,0,3,0,1,0.477,0,1,branch,2,0,0,Turkey,0,1
+9940707343544,5,7,151.47,3,0,1,1,0.039,0,0,branch,1,0,0,Turkey,0,0
+9940777878007,3,6,55.37,3,0,0,1,0.138,0,0,branch,1,0,3,Russia,0,0
+9940505346445,7,6,120.79,1,1,0,0,0.185,0,1,branch,2,0,3,UAE,0,0
+9940505109914,6,6,89.12,1,0,0,0,0.738,0,0,home,0,0,2,Turkey,0,0
+9940505107634,8,3,97.22,1,3,0,1,0.433,1,0,branch,0,0,0,Russia,0,1
+9940508762942,7,5,79.47,0,0,0,0,0.162,0,0,branch,1,0,1,Russia,0,1
+9940504477072,7,3,124.72,1,0,0,0,0.483,0,0,branch,1,0,3,None,0,1
+9940773519308,8,6,132.9,0,0,0,0,0.728,1,0,home,0,0,3,None,0,0
+9940704254390,5,7,80.6,2,0,0,1,0.606,0,0,home,0,0,4,UAE,0,1
+9940772753944,3,6,95.34,0,0,0,1,0.059,0,0,branch,0,0,2,UAE,0,1
+9940774523561,3,4,108.74,0,1,0,0,0.365,0,1,branch,1,0,3,None,0,1
+9940772026705,9,3,114.4,0,1,0,1,0.972,1,0,home,2,0,2,Turkey,0,0
+9940511807779,4,6,158.49,1,2,0,1,0.893,0,1,home,3,0,0,None,0,0
+9940517514651,6,3,60.12,0,0,0,1,0.078,0,0,branch,0,0,3,None,0,1
+9940771696924,2,7,61.06,2,1,0,1,0.423,0,1,branch,0,0,2,Russia,0,0
+9940516113845,2,5,52.93,1,0,0,0,0.629,0,0,home,1,0,0,UK,0,1
+9940508018827,4,5,130.56,1,1,0,1,0.159,0,0,branch,1,0,2,None,0,1
+9940707520333,5,4,122.11,0,0,0,1,0.182,0,1,branch,0,0,3,Turkey,0,0
+9940775014655,3,6,71.89,0,1,0,0,0.337,0,1,branch,1,0,2,Turkey,1,0
+9940772742688,2,8,99.33,0,1,0,1,0.588,0,0,branch,3,0,0,Turkey,0,1
+9940779376159,4,4,47.87,0,0,0,0,0.596,0,0,branch,0,0,1,Russia,0,1
+9940508516447,5,5,55.63,3,2,0,1,0.361,0,0,branch,2,0,3,None,0,0
+9940706509988,4,2,64.58,2,1,0,0,0.942,0,0,home,2,0,4,UK,0,1
+9940771780854,8,6,131.5,1,1,0,1,0.168,1,1,branch,0,0,0,Turkey,0,1
+9940701316583,10,5,117.35,0,0,0,1,0.862,1,0,home,0,0,1,UAE,0,1
+9940773836980,4,7,67.23,0,0,0,0,0.678,0,0,home,0,0,1,Germany,0,1
+9940772417709,2,8,69.08,2,1,0,0,0.737,0,1,home,1,0,0,Turkey,0,1
+9940558743211,3,7,34.87,1,1,0,0,0.572,0,0,branch,0,0,4,UAE,0,0
+9940502852377,5,6,59.3,3,0,1,1,0.908,0,0,home,2,0,4,Germany,0,0
+9940553543857,5,6,91.12,1,2,0,0,0.341,0,1,branch,0,0,4,None,1,1
+9940519781623,3,2,110.96,0,0,0,1,0.728,0,0,home,0,0,1,None,0,1
