phone_number,monthly_spend,total_spent,avg_parcel_value,cltv,support_calls,downtime_hours,payment_delay_days,complaints,flights_per_month,trips,intl_ratio,extra_baggage_tendency,next_booked_flight_days,last_flight_days,login_freq,verified,app_ratio,digital_literacy_score_enc,biometric_enabled,sso_usage,loyalty_points,loyalty,parcels_sent,intl_shipments,money_transfers_frequency,data_usage_gb,speed_mbps,device_count,tenure_months,customer_satisfaction_score,smart_home_devices,services,security_alerts,digital_signature_used,govt_services_usage,revenue_score,risk_score,digital_score,loyalty_score,mobility_score,cross_sell_potential,travel_imminent,high_data_user,is_business_persona,churn_score,cluster,segment,churn_tier
+9940516113845,54.31,2049.21,52.93,923.32,1,3.42,2,1,0,1,0.235,3,-3,85,5.2,0,0.082,2,0,0,32760,65,2,1,1,10.0,50,1,17,2,0,0,0,0,5,2129.985,4.42,6.84,32834.2332,2.175,63.89955,0,0,1,0.1532685992899371,4,Standard,🟢 Loyal
+9940508018827,116.71,315.72,130.56,4434.91,1,0.22,2,0,0,2,0.636,2,-7,165,19.3,1,0.302,0,0,0,3508,250,4,1,1,29.4,200,2,38,3,0,3,1,0,3,497.71000000000004,4.22,33.34,3802.3491,5.18,19.9084,0,0,0,0.11008821258079403,1,Standard,🟢 Loyal
+9940707520333,99.73,1618.67,122.11,3689.86,4,0.14,0,2,2,0,0.662,0,-5,130,35.6,1,0.715,0,1,1,19298,0,5,0,0,244.4,100,1,37,2,2,7,1,2,8,1779.4550000000002,9.14,65.9,19334.8986,9.31,71.1782,0,0,1,0.2991711494789221,4,Standard,🟢 Loyal
+9940775014655,51.41,50.0,71.89,925.39,0,0.82,3,3,0,1,0.415,3,-7,24,36.9,1,0.83,2,1,1,22165,77,3,0,1,233.3,50,4,18,1,1,8,0,2,6,137.355,4.82,69.5,22251.2539,3.0749999999999997,5.494199999999999,0,0,1,0.1468910139174689,3,Standard,🟢 Loyal
+9940772742688,75.26,253.48,99.33,1731.02,1,0.86,3,3,1,2,0.433,3,57,33,25.1,1,0.525,1,0,0,34642,198,2,0,3,153.8,50,3,23,5,1,5,0,1,6,378.40500000000003,2.86,43.6,34857.3102,7.165,18.92025,0,0,0,0.09704040629924628,1,Standard,🟢 Loyal
+9940779376159,36.83,345.91,47.87,589.22,2,0.97,1,1,0,3,0.917,0,37,235,20.9,0,0.329,1,0,0,48533,288,4,0,0,72.4,100,4,16,2,0,3,1,2,0,406.675,2.9699999999999998,27.479999999999997,48826.8922,7.585,12.20025,0,0,0,0.09675065163118275,1,Standard,🟢 Loyal
+9940508516447,43.19,242.41,55.63,604.65,2,0.86,1,0,2,1,0.222,1,24,223,21.8,0,0.466,1,0,0,3084,173,5,3,2,176.2,100,5,14,3,0,4,0,3,6,313.415,4.859999999999999,31.12,3263.0465,8.11,12.5366,0,0,0,0.4966545425897381,1,Standard,🟡 Medium Risk
+9940706509988,56.26,190.42,64.58,1068.86,3,0.63,5,1,0,1,0.096,0,76,223,19.6,1,0.242,1,0,0,21515,55,4,2,2,84.7,50,2,19,1,1,2,2,1,6,278.96999999999997,4.63,32.44,21580.6886,1.48,11.1588,0,0,1,0.2688493838347952,3,Standard,🟢 Loyal
+9940771780854,128.75,976.98,131.5,4635.03,2,2.41,0,2,0,2,0.516,2,-1,83,43.8,0,0.903,1,1,1,40972,236,8,1,0,280.4,50,1,36,1,0,9,1,2,6,1171.48,7.41,69.86,41254.3503,4.58,35.1444,0,0,1,0.559493427680716,2,Standard,🟡 Medium Risk
+9940701316583,121.64,163.53,117.35,4135.66,4,1.6,1,3,2,3,0.88,0,56,33,21.3,1,0.371,2,0,0,17360,240,10,0,0,64.6,200,1,34,4,1,3,1,1,9,343.845,5.6,36.72,17641.3566,13.4,17.19225,0,0,1,0.4645234810551133,2,Standard,🟡 Medium Risk
+9940773836980,55.39,143.63,67.23,941.59,1,2.73,1,1,2,1,0.977,0,15,313,23.1,1,0.484,1,0,0,46398,181,4,0,0,165.3,100,1,17,3,3,4,0,2,9,232.635,4.73,40.78,46588.4159,11.885,11.63175,0,0,1,0.11578866008672146,0,Digital Power User,🟢 Loyal
+9940772417709,68.68,1050.62,69.08,1304.96,1,0.11,1,1,0,4,0.898,1,-3,47,24.6,1,0.612,2,1,0,6814,548,2,2,1,144.0,200,1,19,4,0,6,1,3,9,1153.84,5.11,49.84,7375.0496,8.49,46.1536,0,0,1,0.14913692898418038,4,Standard,🟢 Loyal
+9940558743211,44.82,294.21,34.87,717.18,0,3.72,2,0,1,3,0.771,0,42,329,25.6,0,0.441,1,0,0,16809,546,3,1,0,106.0,200,3,16,5,0,4,2,1,3,356.465,5.720000000000001,34.42,17362.1718,9.855,14.2586,0,0,0,0.13110021788837747,1,Standard,🟢 Loyal
+9940502852377,32.77,177.97,59.3,557.03,2,0.14,0,1,0,3,0.109,0,8,168,18.3,0,0.26,0,0,0,30274,207,5,3,2,23.4,50,4,17,5,3,2,0,3,9,240.39000000000001,3.14,23.5,30486.5703,3.545,7.2117,1,0,0,0.16814643200841065,1,Standard,🟢 Loyal
+9940553543857,59.82,99.63,91.12,957.09,4,0.77,1,3,2,2,0.621,2,35,182,34.2,0,0.611,0,1,0,31176,158,5,1,0,177.0,200,2,16,1,0,6,0,3,7,205.01,6.77,51.42,31343.5709,11.105,8.2004,0,0,1,0.45990480107471826,2,Standard,🟡 Medium Risk
+9940519781623,81.2,50.0,110.96,2435.85,0,1.9,3,3,0,4,0.651,1,63,196,19.2,1,0.403,0,0,0,15664,584,3,0,0,163.4,200,3,30,2,0,4,1,2,0,186.67999999999998,2.9,35.26,16272.3585,7.255,7.467199999999999,0,0,0,0.14023549389249587,1,Standard,🟢 Loyal
+9940508364338,76.43,801.82,92.35,1681.54,3,0.49,2,1,2,2,0.495,2,50,267,34.3,1,0.84,1,1,1,41426,124,5,2,0,261.1,20,2,22,2,0,8,0,3,8,924.425,5.49,67.1,41566.8154,10.475,46.22125,0,0,1,0.4834434118726894,4,Standard,🟡 Medium Risk
+9940502968337,12.65,244.95,23.64,50.58,1,2.38,1,5,2,2,0.842,0,36,70,26.7,0,0.494,2,0,0,28593,242,7,0,1,130.7,20,4,4,1,0,4,0,1,5,269.41999999999996,3.38,36.58,28835.5058,12.21,10.776799999999998,0,0,0,0.5466466289190645,1,Standard,🟡 Medium Risk
+9940704451887,47.61,50.0,40.67,618.91,0,2.02,1,2,1,3,0.983,3,14,45,37.4,1,0.661,2,1,0,23709,423,3,2,0,202.7,20,4,13,3,1,6,0,1,3,117.945,4.02,63.62,24138.1891,10.915,5.897249999999999,1,0,1,0.17040792458192522,0,Digital Power User,🟢 Loyal
+9940555641800,124.81,1762.89,137.31,3494.63,3,3.16,0,1,1,4,0.972,1,62,303,24.4,1,0.459,1,0,0,46061,668,8,0,0,141.7,100,4,28,3,1,4,2,2,8,1956.355,8.16,41.58,46763.9463,11.86,97.81774999999999,0,0,1,0.3091478062148875,4,Standard,🟢 Loyal
+9940556978432,96.65,281.83,106.59,2802.72,1,0.54,0,3,1,3,0.02,0,28,35,22.5,1,0.393,1,0,0,21149,180,5,1,0,120.4,200,3,29,5,1,3,0,1,1,431.77500000000003,4.54,38.36,21357.0272,6.1,21.58875,0,0,0,0.09680887862560256,1,Standard,🟢 Loyal
+9940709425591,83.29,50.0,69.04,2165.41,1,1.49,2,1,1,3,0.036,1,80,258,28.2,1,0.623,2,1,0,28757,261,9,0,1,194.0,200,5,26,5,1,6,1,0,7,167.81000000000003,3.49,53.66,29039.6541,6.18,8.390500000000001,0,0,1,0.10930532682522122,0,Digital Power User,🟢 Loyal
+9940558840131,77.77,93.79,122.44,1944.17,3,3.34,0,2,2,1,0.053,1,68,24,15.9,1,0.339,1,0,0,34073,172,2,2,0,60.2,50,1,25,1,0,3,0,2,2,232.78,7.34,30.68,34264.4417,7.265,11.639000000000001,0,0,1,0.1640448572695796,0,Digital Power User,🟢 Loyal
+9940709794733,46.9,443.4,69.46,1125.69,2,0.36,1,2,0,0,0.312,3,64,83,33.5,1,0.677,1,1,0,3131,0,6,0,1,207.4,100,3,24,3,1,6,0,1,2,525.03,3.36,60.04,3142.2569,1.56,15.7509,0,0,1,0.4690710242144245,3,Standard,🟡 Medium Risk
+9940501365808,143.85,202.27,139.67,5034.9,4,3.64,2,0,0,1,0.746,0,51,237,20.1,1,0.435,1,0,0,8446,157,3,0,0,60.2,20,1,35,2,1,4,2,2,5,415.955,8.64,36.8,8653.349,4.73,16.638199999999998,0,0,0,0.27935186518862165,1,Standard,🟢 Loyal
+9940773127243,99.51,1125.91,108.66,3184.17,1,0.44,2,1,2,3,0.575,2,56,293,20.2,1,0.472,1,0,0,24685,378,9,0,0,164.7,100,5,32,5,1,4,1,0,0,1279.75,3.44,37.64,25094.8417,11.875,63.9875,0,0,1,0.07052616297946276,4,Standard,🟢 Loyal
+9940556067010,63.72,219.31,76.29,955.83,2,0.49,1,1,1,4,0.486,0,41,33,26.6,0,0.422,0,0,0,24439,452,13,0,0,82.6,50,1,15,2,2,4,1,1,6,321.17499999999995,3.49,35.04,24900.5583,9.43,12.846999999999998,0,0,1,0.5681159630329665,2,Standard,🟡 Medium Risk
+9940501442058,154.89,307.48,207.16,6040.65,2,1.83,1,1,2,0,0.735,3,74,214,24.9,0,0.536,2,0,0,35349,0,8,0,1,207.9,200,3,39,1,0,5,0,1,8,565.95,8.83,35.62,35409.4065,9.675,16.9785,0,0,1,0.17925685192643961,0,Digital Power User,🟢 Loyal
+9940774198073,75.53,166.89,99.03,2114.91,2,3.41,3,2,2,0,0.257,3,70,8,27.7,0,0.59,0,1,0,29035,0,7,0,3,79.1,200,1,28,5,1,5,1,0,5,291.935,8.41,44.5,29056.1491,7.285,8.75805,0,0,1,0.3410835890488979,2,Standard,🟢 Loyal
+9940702382416,101.66,130.85,143.63,3253.04,0,0.26,3,2,0,0,0.991,2,35,116,26.7,1,0.708,1,1,1,29929,0,1,0,0,279.5,100,4,32,4,0,7,0,0,9,304.325,6.26,56.86,29961.5304,4.955,9.12975,0,0,1,0.10910483387768195,0,Digital Power User,🟢 Loyal
+9940509396278,108.38,50.0,144.23,3793.46,3,0.37,1,2,1,1,0.247,2,44,309,14.7,1,0.231,2,0,0,33239,55,3,0,1,10.0,100,3,35,4,0,2,1,0,7,230.495,4.37,27.32,33331.9346,5.234999999999999,11.52475,0,0,0,0.13971031587428023,1,Standard,🟢 Loyal
+9940501569956,41.52,999.32,52.27,747.41,0,1.74,0,1,0,2,0.372,1,55,302,7.6,0,0.135,1,0,0,6780,244,8,0,1,10.0,200,3,18,4,2,1,0,3,4,1066.9750000000001,4.74,10.3,7031.4741,3.86,32.00925,0,0,1,0.08310257610805487,3,Standard,🟢 Loyal
+9940502335638,51.26,113.12,81.91,820.2,1,0.22,1,2,1,1,0.852,3,43,186,35.4,1,0.682,2,1,0,24769,104,1,1,0,216.7,50,5,16,4,0,6,2,2,1,205.33499999999998,4.22,62.04,24881.202,8.26,10.26675,0,0,1,0.10289862951836576,0,Digital Power User,🟢 Loyal
+9940512756117,134.3,102.3,167.34,4700.42,2,0.52,0,1,3,1,0.788,3,72,187,15.1,0,0.266,1,0,0,21311,130,6,0,0,104.4,20,5,35,2,0,2,1,0,2,320.27000000000004,4.52,20.42,21488.0042,13.940000000000001,12.810800000000002,0,0,0,0.1376577687151864,1,Standard,🟢 Loyal
+9940502337346,89.53,50.0,78.47,2059.1,4,2.0,1,0,3,2,0.153,2,59,75,36.4,1,0.776,2,1,1,34894,246,7,0,0,221.6,100,3,23,4,1,7,0,0,7,178.765,8.0,67.92,35160.591,11.765,8.93825,0,0,1,0.3230457854891297,0,Digital Power User,🟢 Loyal
+9940706117126,84.61,201.97,102.86,2115.3,3,0.1,0,0,0,1,0.062,3,76,160,12.6,0,0.32,2,0,0,26555,64,4,0,0,131.7,50,2,25,2,0,3,2,0,2,338.01,4.1,19.0,26640.153,1.31,10.1403,0,0,1,0.17529579799539377,3,Standard,🟢 Loyal
+9940554279127,58.75,274.96,69.5,763.71,2,0.9,2,2,0,6,0.654,2,50,37,22.3,1,0.42,1,0,0,23828,876,5,3,0,94.2,100,2,13,5,0,4,0,1,5,368.46,4.9,38.7,24711.6371,9.27,14.738399999999999,0,0,0,0.2268108729050236,1,Standard,🟢 Loyal
+9940779212038,102.7,175.12,120.41,2875.64,1,1.19,2,0,0,1,0.696,0,29,6,27.6,1,0.495,2,0,0,19292,59,7,1,1,132.6,200,4,28,2,0,4,1,3,7,338.025,5.1899999999999995,45.5,19379.7564,4.4799999999999995,13.520999999999999,0,0,0,0.12670358457565223,1,Standard,🟢 Loyal
+9940703347362,62.23,166.43,83.53,1120.14,1,0.02,0,2,2,1,0.893,2,6,84,14.8,1,0.161,1,0,0,43525,110,4,2,1,36.2,100,5,18,5,1,1,0,1,1,270.425,1.02,26.02,43646.2014,11.465,13.52125,1,0,1,0.12566703962273634,0,Digital Power User,🟢 Loyal
+9940705834969,112.96,352.11,143.99,4292.49,1,7.39,1,1,3,2,0.03,0,25,299,30.4,1,0.503,2,0,0,46186,234,5,1,0,129.3,50,3,38,2,1,5,0,3,2,537.065,10.39,48.46,46462.9249,11.15,26.853250000000003,0,0,0,0.20742619643452745,1,Standard,🟢 Loyal
+9940556940806,106.1,50.0,91.92,2652.54,1,0.32,2,0,1,2,0.869,2,74,151,39.1,1,0.81,1,1,1,36529,306,4,1,1,165.7,100,3,25,1,1,8,0,1,1,202.06,3.3200000000000003,71.30000000000001,36861.5254,9.344999999999999,10.103,0,0,1,0.06595728942802549,0,Digital Power User,🟢 Loyal
+9940506633905,104.61,380.31,136.74,3138.25,1,0.32,3,0,2,4,0.337,3,13,101,13.5,0,0.177,2,0,0,49249,284,3,1,1,52.1,50,5,30,2,0,1,0,2,4,553.29,1.32,17.04,49564.3825,11.685,22.1316,1,0,1,0.06853505042911921,0,Digital Power User,🟢 Loyal
+9940508167444,106.17,1503.32,146.66,3291.15,2,0.89,0,1,1,1,0.362,1,6,38,21.2,1,0.332,1,0,0,1687,126,2,0,1,94.9,20,1,31,3,2,3,1,0,3,1682.82,4.890000000000001,35.84,1845.9115,5.8100000000000005,84.141,1,0,1,0.21585719145755813,4,Standard,🟢 Loyal
+9940702816805,86.21,187.6,130.96,2069.12,1,4.88,1,2,1,1,0.645,3,77,106,18.1,0,0.385,2,0,0,38044,81,4,0,0,158.7,200,1,24,4,1,3,0,3,4,339.29,7.88,25.8,38145.6912,7.225,13.5716,0,0,0,0.20282317434401423,1,Standard,🟢 Loyal
+9940505567104,65.86,236.51,83.41,1185.52,1,0.99,2,4,0,5,0.86,3,63,161,15.9,0,0.239,1,0,0,25893,345,6,1,2,20.2,50,1,18,1,1,2,1,0,2,344.075,2.99,20.68,26249.8552,9.3,10.322249999999999,0,0,0,0.11488398140522996,1,Standard,🟢 Loyal
+9940508205251,33.02,1018.62,59.56,396.23,3,2.63,0,1,0,1,0.413,1,49,305,16.2,1,0.258,1,0,0,46072,190,3,2,1,51.9,100,3,12,1,2,2,0,1,2,1081.42,7.63,29.36,46265.9623,3.065,43.256800000000005,0,0,1,0.19108989744052038,4,Standard,🟢 Loyal
+9940518767145,121.7,50.0,146.06,4381.14,1,0.99,0,0,3,1,0.007,2,74,53,21.2,1,0.327,0,0,0,17106,104,7,3,0,146.3,200,5,36,2,1,3,0,0,0,244.73,1.99,35.739999999999995,17253.8114,10.035,12.2365,0,0,0,0.17279175148865583,1,Standard,🟢 Loyal
+9940776560099,128.35,216.33,146.37,3978.96,1,1.86,1,2,2,2,0.648,2,48,32,36.4,1,0.751,1,1,1,46884,220,3,0,1,237.0,20,2,31,4,1,7,0,2,1,417.865,5.86,67.42,47143.7896,11.24,20.89325,0,0,1,0.30412072912190463,0,Digital Power User,🟢 Loyal
+9940556867021,156.25,138.31,190.14,5937.58,0,1.24,2,1,3,1,0.554,0,17,21,16.4,0,0.352,0,0,0,10890,196,8,1,0,127.6,50,4,38,2,1,3,1,3,3,389.63,5.24,23.439999999999998,11145.3758,12.77,15.5852,0,0,1,0.11648699481233253,3,Standard,🟢 Loyal
+9940708777230,105.93,299.26,121.03,3495.68,0,2.38,1,1,1,1,0.971,3,16,348,16.4,0,0.298,1,0,0,17432,129,5,2,1,107.5,20,5,33,3,1,2,1,1,6,465.705,3.38,22.36,17595.9568,8.855,18.6282,0,0,0,0.367827253870286,1,Standard,🟢 Loyal
+9940556623841,45.4,137.07,59.74,590.25,3,3.78,1,1,6,2,0.528,1,30,351,13.9,0,0.341,2,0,0,20890,322,2,1,1,120.5,50,5,13,5,1,3,1,1,1,212.34,6.779999999999999,20.72,21217.9025,22.64,8.4936,0,0,1,0.3918358914672322,2,Standard,🟢 Loyal
+9940509539587,115.41,50.0,150.2,4616.54,2,1.13,0,2,2,3,0.63,1,27,121,41.1,1,0.911,2,1,1,17058,402,4,0,0,346.1,50,4,40,1,1,9,0,2,7,240.51,8.129999999999999,75.32,17506.1654,12.15,12.0255,0,0,1,0.1274833490678224,3,Standard,🟢 Loyal
+9940512148344,72.61,236.43,78.76,1089.14,1,5.18,0,2,2,1,0.874,0,16,121,29.2,1,0.65,0,1,0,15643,114,8,0,2,198.6,200,2,15,1,3,6,0,2,4,348.42,7.18,55.2,15767.8914,11.370000000000001,17.421000000000003,0,0,1,0.1474048965094384,3,Standard,🟢 Loyal
+9940504131106,65.32,1676.38,67.14,1306.49,2,3.36,3,2,2,0,0.27,0,0,122,30.9,0,0.596,1,1,0,2061,0,3,1,1,138.3,50,4,20,4,0,5,0,1,1,1775.27,6.359999999999999,47.82,2074.0649,7.35,53.25809999999999,1,0,1,0.23615815180578054,4,Standard,🟢 Loyal
+9940702009638,89.48,377.4,119.74,3042.26,1,3.56,2,1,0,4,0.014,1,-6,38,45.8,1,0.805,1,1,1,14279,224,4,3,1,266.9,100,3,34,4,1,8,2,1,4,526.75,7.5600000000000005,77.9,14533.4226,4.07,21.07,0,0,1,0.15262577545197006,3,Standard,🟢 Loyal
+9940501815211,56.32,296.08,74.57,901.06,0,2.49,1,0,5,2,0.749,2,23,255,22.7,0,0.391,1,0,0,10807,394,6,1,1,94.7,20,3,16,2,5,3,1,0,0,389.68499999999995,5.49,30.52,11210.0106,20.745,15.587399999999997,0,0,0,0.45231303001239875,1,Standard,🟡 Medium Risk
+9940515247470,108.21,1660.2,125.92,3354.4,1,0.21,2,1,1,3,0.683,3,61,358,21.8,1,0.462,1,0,0,14367,399,4,1,1,134.1,50,4,31,1,1,4,0,0,9,1831.3700000000001,2.21,39.04,14799.544,9.415,91.5685,0,0,1,0.10592570461704261,4,Standard,🟢 Loyal
+9940773033360,78.3,297.18,85.12,1487.79,1,3.71,1,1,2,2,0.881,0,87,132,10.7,0,0.083,1,0,0,7719,240,5,0,0,39.7,200,4,19,1,2,0,0,1,0,418.04,7.71,12.36,7973.8779,12.405000000000001,16.721600000000002,0,0,0,0.13601255833534004,1,Standard,🟢 Loyal
+9940554664414,132.17,209.61,157.41,4625.99,1,3.98,2,0,3,3,0.233,1,8,88,24.9,1,0.608,0,1,0,45055,336,5,0,3,149.6,100,5,35,5,0,6,0,1,6,420.48499999999996,4.98,50.06,45437.2599,13.165,21.02425,1,0,1,0.08170290741931183,0,Digital Power User,🟢 Loyal
+9940554940573,109.55,271.24,151.57,2848.32,1,0.14,0,2,1,2,0.43,0,52,99,22.9,0,0.472,1,0,0,8387,216,3,0,0,121.3,50,3,26,3,1,4,2,2,4,456.57500000000005,5.140000000000001,32.339999999999996,8631.4832,7.15,18.263,0,0,0,0.08477895052860294,1,Standard,🟢 Loyal
+9940556588311,47.35,124.14,46.58,615.52,2,3.37,1,0,1,2,0.049,2,69,89,30.5,1,0.616,0,1,0,1582,314,5,1,3,203.8,200,4,13,2,1,6,1,1,0,194.78,7.37,55.82,1902.1552,5.245,9.738999999999999,0,0,1,0.22838630585577271,3,Standard,🟢 Loyal
+9940709511241,111.06,162.04,160.07,4220.2,1,2.31,2,1,2,4,0.713,2,58,59,14.7,0,0.204,1,0,0,7918,372,7,1,1,39.1,200,2,38,2,0,2,0,0,9,353.135,6.3100000000000005,18.78,8332.202,13.565,14.125399999999999,0,0,0,0.13443478405676315,1,Standard,🟢 Loyal
+9940518644489,73.13,264.99,71.65,1243.14,1,1.47,0,0,3,1,0.191,3,57,272,42.6,1,0.857,2,1,1,3709,141,2,0,0,295.9,50,3,17,1,1,8,1,1,9,373.945,4.47,75.74000000000001,3862.4314,10.955,18.69725,0,0,1,0.4077305672220068,3,Standard,🟡 Medium Risk
+9940704404788,153.07,272.97,162.58,6735.24,3,0.5,3,1,1,1,0.554,3,52,121,43.0,1,0.851,2,1,1,16847,157,4,2,0,215.8,200,5,44,2,1,8,0,2,9,507.33000000000004,5.5,76.02,17071.3524,6.7700000000000005,25.366500000000002,0,0,1,0.54997249799124,2,Standard,🟡 Medium Risk
+9940773930263,79.32,1232.51,96.9,1982.88,0,1.09,1,3,3,4,0.505,1,75,189,15.7,0,0.325,1,0,0,36598,608,5,3,2,57.8,20,4,25,4,3,3,0,1,5,1360.28,2.09,22.2,37225.8288,15.525,54.4112,0,0,1,0.0573452562638433,4,Standard,🟢 Loyal
+9940557936958,86.72,257.87,123.99,2601.73,1,1.56,0,1,6,3,0.409,0,56,354,8.7,1,0.171,0,0,0,32476,324,6,0,0,127.4,50,3,30,3,1,1,2,2,5,406.58500000000004,4.5600000000000005,20.119999999999997,32826.0173,23.045,20.329250000000002,0,0,0,0.0680689600775007,1,Standard,🟢 Loyal
+9940552112870,81.98,1321.97,75.47,2131.36,2,0.64,0,0,1,0,0.049,2,89,148,21.1,0,0.38,2,0,0,32610,0,4,0,0,52.9,200,3,26,5,1,3,0,2,0,1441.685,2.64,28.700000000000003,32631.3136,3.245,43.250550000000004,0,0,1,0.5408867690290708,4,Standard,🟡 Medium Risk
+9940505864289,66.81,223.45,83.43,1336.13,1,0.06,1,1,3,3,0.606,0,81,48,33.4,1,0.841,1,1,1,43183,516,3,1,0,251.1,200,2,20,3,0,8,1,3,6,331.975,3.06,66.22,43712.3613,15.03,16.59875,0,0,1,0.06920308735837943,0,Digital Power User,🟢 Loyal
+9940514807147,82.55,50.0,85.8,1898.74,3,2.21,0,1,1,2,0.512,3,73,69,36.5,1,0.766,1,1,1,3950,258,3,0,0,303.9,200,2,23,4,0,7,1,0,5,175.45000000000002,7.21,67.82,4226.9874,7.5600000000000005,8.7725,0,0,1,0.1419038350031695,3,Standard,🟢 Loyal
+9940772645278,118.19,288.32,152.94,4845.92,1,3.25,1,0,3,4,0.242,1,82,341,32.7,0,0.831,1,1,1,9104,320,4,1,0,248.1,20,4,41,4,0,8,1,2,6,482.98,8.25,57.32,9472.4592,14.21,19.319200000000002,0,0,1,0.14171516284273722,3,Standard,🟢 Loyal
+9940556548038,71.12,267.56,84.43,1635.65,2,0.45,0,0,2,2,0.662,1,23,258,37.0,0,0.786,1,1,1,40838,260,4,2,0,289.6,20,1,23,1,1,7,0,1,6,380.895,5.45,60.72,41114.3565,11.31,15.2358,0,0,1,0.15377107849881605,0,Digital Power User,🟢 Loyal
+9940513886606,50.99,117.46,77.91,968.87,1,1.16,1,1,2,0,0.972,0,-3,210,12.9,1,0.204,1,0,0,32475,0,4,1,2,87.4,100,1,19,3,0,2,1,0,8,207.40499999999997,2.16,24.98,32484.6887,10.86,8.296199999999999,0,0,0,0.11508395562786783,1,Standard,🟢 Loyal
+9940552670388,112.92,240.18,131.26,3839.16,2,7.16,0,2,0,2,0.931,2,16,40,13.4,0,0.184,2,0,0,47738,282,5,0,0,54.9,20,3,34,5,0,1,2,3,6,418.73,11.16,17.08,48058.3916,6.655,12.561900000000001,0,0,0,0.7746976308733116,2,Standard,🔴 High Risk
+9940556878726,49.67,196.32,78.56,745.06,1,5.57,0,1,3,3,0.889,0,19,246,17.2,0,0.276,1,0,0,25771,501,5,0,0,77.5,200,4,15,3,1,2,2,1,0,285.27,11.57,22.72,26279.4506,16.445,11.4108,0,0,0,0.6857642497137878,2,Standard,🔴 High Risk
+9940552567783,128.09,1334.76,142.3,3970.82,2,1.55,2,1,4,1,0.752,1,61,44,35.2,0,0.717,2,1,1,21127,98,3,1,2,130.3,200,5,31,2,2,7,0,3,2,1534.0,4.55,57.540000000000006,21264.7082,16.759999999999998,61.36,0,0,1,0.15469500797550603,4,Standard,🟢 Loyal
+9940707055679,83.73,61.61,129.41,2595.68,4,0.5,0,1,2,4,0.801,1,9,290,36.1,1,0.703,0,1,1,32356,200,6,0,0,198.3,200,3,31,3,0,7,1,1,6,210.04500000000002,4.5,66.16,32581.9568,14.004999999999999,10.502250000000002,1,0,1,0.4538228627278635,0,Digital Power User,🟡 Medium Risk
+9940512458845,88.85,734.09,113.92,2310.04,3,1.69,0,1,1,4,0.713,0,79,127,34.3,1,0.609,1,1,0,9670,332,13,0,2,191.9,200,1,26,4,1,6,0,1,8,879.9000000000001,6.6899999999999995,59.48,10025.1004,10.565,43.995,0,0,1,0.23966775277823824,3,Standard,🟢 Loyal
+9940704912837,92.59,126.82,139.24,2963.03,1,0.27,2,0,2,1,0.41,3,81,17,27.2,1,0.501,2,0,0,338,167,4,0,2,159.7,20,4,32,5,3,5,0,0,0,289.03,4.27,45.22,534.6303,9.05,14.4515,0,0,0,0.12248158976566849,1,Standard,🟢 Loyal
+9940558271935,144.4,194.87,146.26,5631.66,2,5.42,1,0,1,1,0.188,3,31,314,6.0,0,0.131,1,0,0,17589,89,4,2,1,137.8,200,2,39,4,0,1,0,3,4,412.4,10.42,8.620000000000001,17734.3166,4.9399999999999995,16.496,0,0,1,0.2233992982462028,2,Standard,🟢 Loyal
+9940773057810,97.39,993.47,113.9,3019.03,3,0.72,0,2,3,3,0.757,2,70,355,24.1,0,0.339,2,0,0,42114,486,4,0,1,112.9,50,1,31,1,1,3,1,3,5,1147.8100000000002,7.72,30.880000000000003,42630.1903,15.785,45.912400000000005,0,0,1,0.1432489505762429,4,Standard,🟢 Loyal
+9940507908649,69.97,217.23,75.77,1749.36,1,2.0,0,2,0,1,0.616,3,35,258,30.1,1,0.584,1,1,0,15154,118,5,1,1,200.4,20,4,25,3,0,5,0,1,2,325.085,3.0,54.78,15289.4936,4.08,13.0034,0,0,0,0.1312070605090835,1,Standard,🟢 Loyal
+9940507497160,142.68,294.54,141.23,5992.69,0,1.7,0,2,1,5,0.808,1,83,277,17.0,1,0.31,2,0,0,19548,795,2,1,0,139.5,50,4,42,4,1,3,0,0,3,507.83500000000004,1.7,31.2,20402.9269,12.04,25.391750000000002,0,0,0,0.0681182581440098,1,Standard,🟢 Loyal
+9940559123912,102.53,112.36,113.1,2665.68,1,1.33,2,0,0,2,0.954,3,29,164,13.6,1,0.332,2,0,0,19071,390,6,1,3,121.3,200,1,26,4,3,3,0,0,9,271.44,2.33,28.240000000000002,19487.6568,6.77,10.8576,0,0,0,0.10144791835079757,1,Standard,🟢 Loyal
+9940552519857,102.07,1368.33,106.93,3164.07,1,0.55,0,1,0,5,0.394,3,-4,292,21.1,1,0.603,1,1,0,39198,470,3,0,0,177.5,200,4,31,1,1,6,1,2,0,1523.8649999999998,4.55,46.16,39699.6407,6.970000000000001,60.95459999999999,0,0,1,0.06394223685339437,4,Standard,🟢 Loyal
+9940707436047,33.17,132.41,48.64,464.39,3,0.41,0,1,1,1,0.904,0,-4,72,29.4,0,0.587,2,1,0,8777,155,4,1,0,172.7,100,3,14,2,0,5,0,0,5,189.89999999999998,9.41,46.14,8936.6439,8.52,7.595999999999999,0,0,0,0.5837016705413975,2,Standard,🟡 Medium Risk
