phone_number,verified,login_freq,services,security_alerts,backup_usage,digital_literacy_score,primary_document_types,biometric_enabled,sso_usage,data_sync_frequency,govt_services_usage,digital_signature_used,marketing_consent
+9940514329858,1,30.7,7,0,1,Medium,Business,1,1,Weekly,2,2,1
+9940702150012,1,16.1,2,2,0,Medium,Personal,0,0,Weekly,7,0,1
+9940554758573,1,17.4,2,2,0,Medium,Banking,0,0,Never,6,1,1
+9940502158897,1,8.8,0,1,0,Low,Personal,0,0,Weekly,6,0,1
+9940502065591,0,30.5,6,0,1,Medium,Business,1,0,Never,5,1,1
+9940558930876,1,29.9,5,0,1,Medium,Personal,0,0,Weekly,6,3,0
+9940708152754,0,32.3,7,0,1,High,Personal,1,1,Daily,1,0,0
+9940502990905,1,39.3,8,2,1,Medium,Business,1,1,Weekly,6,0,1
+9940508539450,0,15.9,4,0,0,Low,Government,0,0,Never,1,0,1
+9940501620119,0,30.8,6,1,1,Medium,Business,1,0,Weekly,5,1,0
+9940553559573,0,21.6,3,0,0,Medium,Government,0,0,Weekly,4,4,1
+9940507354915,1,31.6,6,1,1,Medium,Personal,1,0,Never,7,0,1
+9940553734169,0,4.9,1,0,0,Medium,Personal,0,0,Daily,5,4,1
+9940557574531,1,36.5,8,0,1,High,Banking,1,1,Daily,0,0,1
+9940558869007,1,43.4,9,0,1,Medium,Banking,1,1,Weekly,2,0,0
+9940701594555,1,28.1,4,2,0,Medium,Banking,0,0,Never,2,2,1
+9940551215733,1,21.1,5,1,1,High,Personal,0,0,Daily,8,1,1
+9940709460017,0,17.8,2,0,1,Medium,Personal,0,0,Daily,3,2,0
+9940705684116,0,30.8,6,1,1,Medium,Banking,1,0,Never,6,1,1
+9940775558268,1,23.6,6,1,0,High,Banking,1,0,Weekly,5,4,1
+9940705173080,1,22.6,4,0,0,Low,Government,0,0,Daily,4,0,1
+9940554902513,1,35.1,7,0,0,Low,Personal,1,1,Weekly,6,1,0
+9940557211140,1,37.6,8,0,1,Medium,Government,1,1,Daily,6,1,1
+9940516217709,0,27.6,5,1,1,High,Personal,0,0,Never,5,0,1
+9940552470525,1,26.5,4,1,0,Medium,Personal,0,0,Daily,6,0,1
+9940506639746,1,40.6,8,0,0,Medium,Banking,1,1,Daily,1,1,1
+9940777014975,0,8.1,1,0,1,Medium,Government,0,0,Weekly,9,3,1
+9940772022408,1,32.8,6,1,0,High,Personal,1,0,Never,2,3,1
+9940504390605,0,32.4,7,0,1,High,Business,1,1,Daily,9,2,0
+9940708114566,1,33.8,7,0,1,Medium,Banking,1,1,Never,2,0,1
+9940506568432,0,27.6,4,0,1,High,Government,0,0,Daily,3,0,1
+9940702227328,1,29.9,6,0,1,High,Government,1,0,Weekly,8,1,1
+9940501360855,0,18.9,3,1,1,High,Personal,0,0,Weekly,3,2,1
+9940556230899,1,34.3,6,0,0,Medium,Personal,1,0,Weekly,7,0,1
+9940705155544,0,31.7,5,0,1,Medium,Personal,1,0,Weekly,9,2,0
+9940709649462,1,25.0,5,1,0,High,Banking,0,0,Weekly,3,0,1
+9940555700257,0,20.5,4,1,0,High,Business,0,0,Never,5,1,0
+9940779383397,1,26.8,5,1,1,High,Personal,1,0,Weekly,0,1,1
+9940702928937,0,44.7,9,1,0,Medium,Banking,1,1,Weekly,0,0,1
+9940515026037,1,42.6,8,2,0,Low,Personal,1,1,Daily,9,1,1
+9940702256612,1,44.9,8,0,1,Low,Banking,1,1,Daily,5,1,1
+9940706168061,0,24.4,4,0,0,Medium,Government,0,0,Weekly,7,2,1
+9940512696268,1,27.6,5,0,0,High,Personal,0,0,Weekly,2,2,1
+9940705430367,1,11.9,2,0,1,High,Banking,0,0,Weekly,3,0,1
+9940774097269,0,10.9,2,0,1,High,Banking,0,0,Daily,6,0,1
+9940772671567,1,18.6,5,0,1,Low,Banking,0,0,Never,2,0,0
+9940701871291,1,31.9,7,2,0,Medium,Personal,1,1,Daily,4,0,1
+9940705608467,1,14.9,3,0,0,High,Business,0,0,Weekly,8,2,1
+9940519525877,1,18.7,3,0,0,Low,Banking,0,0,Daily,6,2,1
+9940702788734,1,36.6,5,0,1,Medium,Personal,1,0,Daily,9,2,0
+9940514644946,0,20.0,4,0,0,Low,Government,0,0,Daily,1,3,0
+9940553021459,0,11.7,2,1,1,Medium,Business,0,0,Never,1,1,0
+9940518280725,1,32.2,7,2,1,Medium,Banking,1,1,Daily,7,2,0
+9940514734122,1,28.1,5,1,0,High,Banking,0,0,Weekly,9,1,0
+9940509769753,0,30.2,5,2,0,Medium,Banking,0,0,Never,1,1,0
+9940773206507,1,28.7,7,0,1,High,Government,1,1,Never,0,0,1
+9940501726617,1,15.8,3,0,1,High,Government,0,0,Weekly,5,1,1
+9940506242681,1,22.5,4,0,0,Medium,Banking,0,0,Weekly,5,3,0
+9940776865024,1,27.8,4,1,0,Low,Business,0,0,Daily,5,2,1
+9940559916670,0,34.3,8,1,0,Low,Government,1,1,Daily,4,0,1
+9940558842680,0,11.6,2,0,1,Medium,Personal,0,0,Weekly,7,0,1
+9940708957528,1,30.9,6,0,1,High,Personal,1,0,Weekly,3,1,0
+9940516708109,0,20.7,3,1,0,Medium,Business,0,0,Daily,4,0,0
+9940504238333,1,36.7,9,0,0,High,Business,1,1,Daily,4,0,1
+9940704861234,1,12.5,2,1,0,Medium,Business,0,0,Daily,2,3,1
+9940502203703,1,28.4,5,0,1,Medium,Government,1,0,Never,1,0,1
+9940554879686,0,8.1,1,0,1,Medium,Banking,0,0,Weekly,8,0,1
+9940774279946,1,48.6,8,1,1,Medium,Personal,1,1,Never,4,0,0
+9940771323089,1,8.2,1,1,0,Medium,Personal,0,0,Daily,4,1,1
+9940512840209,1,40.0,8,0,0,Medium,Personal,1,1,Daily,3,2,0
+9940705811406,0,22.4,3,0,1,Medium,Personal,0,0,Weekly,4,0,0
+9940704324086,0,27.9,5,1,0,Medium,Business,1,0,Weekly,1,1,0
+9940559941885,0,16.9,3,0,0,Low,Banking,0,0,Daily,1,1,1
+9940505306749,0,13.3,1,0,1,Medium,Personal,0,0,Weekly,2,1,1
+9940519628366,1,20.9,3,0,1,Medium,Personal,0,0,Weekly,8,1,0
+9940706946399,0,25.8,4,0,0,Medium,Banking,0,0,Weekly,8,1,1
+9940771363593,0,9.7,1,2,0,Medium,Banking,0,0,Daily,1,0,1
+9940502831006,1,37.7,7,0,0,High,Personal,1,1,Daily,9,1,0
+9940707352172,1,38.9,8,1,1,Low,Government,1,1,Never,0,1,1
+9940775906057,1,42.2,8,0,1,High,Business,1,1,Never,9,3,0
+9940773715883,0,14.9,1,0,0,Low,Banking,0,0,Never,7,1,1
+9940555698761,1,27.3,4,0,1,Medium,Business,0,0,Never,4,1,1
+9940509126901,1,25.5,5,0,0,Low,Personal,0,0,Daily,8,0,1
+9940514498372,0,33.1,5,0,1,Low,Personal,1,0,Daily,3,3,0
+9940771406032,0,30.0,5,0,1,Medium,Personal,1,0,Daily,9,1,1
+9940773798632,1,9.1,1,0,1,High,Personal,0,0,Never,8,2,1
+9940709422865,0,19.2,4,0,0,Medium,Business,0,0,Weekly,1,3,1
+9940507855995,0,15.9,2,1,0,Medium,Personal,0,0,Weekly,4,2,1
+9940508537280,1,32.1,6,1,1,Medium,Banking,1,0,Daily,2,3,0
+9940559204459,0,11.6,2,0,1,High,Personal,0,0,Daily,3,2,0
+9940552057539,0,29.7,4,0,1,Medium,Personal,0,0,Weekly,2,1,1
+9940503544053,1,8.9,1,1,0,Medium,Personal,0,0,Daily,5,1,1
+9940701538418,0,10.7,1,0,1,Low,Personal,0,0,Daily,6,3,1
+9940551042620,1,36.7,8,0,0,Medium,Personal,1,1,Daily,4,1,1
+9940508512368,0,19.0,3,0,1,High,Personal,0,0,Weekly,4,3,1
+9940509432523,0,30.8,6,1,0,Medium,Banking,1,0,Daily,9,1,0
+9940552401818,0,22.4,4,0,1,Medium,Personal,0,0,Weekly,0,1,1
+9940707499520,0,34.0,6,1,0,High,Personal,1,0,Daily,0,0,1
+9940775814082,1,21.1,4,0,1,Medium,Personal,0,0,Never,6,2,0
+9940551623029,0,25.1,4,0,1,Low,Personal,0,0,Daily,7,0,1
+9940519241702,1,36.5,7,1,0,Medium,Personal,1,1,Weekly,9,1,1
+9940778841147,1,35.5,7,0,1,High,Personal,1,1,Daily,8,1,1
+9940556107032,1,31.0,6,0,1,Medium,Personal,1,0,Never,9,1,1
+9940517370995,1,17.3,3,1,0,Low,Personal,0,0,Never,3,0,1
+9940554575099,1,27.2,5,1,0,Medium,Personal,1,0,Weekly,6,0,1
+9940508135550,0,17.8,2,0,0,High,Personal,0,0,Weekly,0,1,0
+9940515005144,1,34.5,7,0,1,High,Personal,1,1,Daily,5,1,1
+9940559902579,1,39.0,8,0,0,Low,Banking,1,1,Weekly,4,3,1
+9940771568054,1,24.1,4,0,0,Medium,Personal,0,0,Daily,7,1,0
+9940702549345,1,41.6,9,0,0,Low,Banking,1,1,Never,2,0,1
+9940709718769,1,22.4,4,1,0,Medium,Personal,0,0,Daily,8,1,0
+9940553599034,1,28.3,5,0,1,High,Government,1,0,Daily,6,3,1
+9940503795887,0,22.7,3,0,0,Medium,Personal,0,0,Daily,9,0,0
+9940518121479,0,41.2,9,1,0,Medium,Government,1,1,Never,5,0,1
+9940772704271,1,12.4,2,0,1,Low,Personal,0,0,Daily,3,1,1
+9940505621846,1,27.9,5,0,1,High,Personal,0,0,Never,7,1,0
+9940773574425,1,19.1,3,0,1,Medium,Personal,0,0,Weekly,4,0,0
+9940702781425,1,28.9,5,0,1,Low,Government,1,0,Daily,5,1,1
+9940519679357,0,19.1,3,1,1,Low,Government,0,0,Daily,4,0,1
+9940702799073,0,18.6,3,0,0,Medium,Business,0,0,Daily,2,4,1
+9940771848574,1,15.4,3,0,0,High,Personal,0,0,Never,7,4,1
+9940507065438,0,22.2,4,0,0,High,Banking,0,0,Never,1,0,0
+9940508805726,1,18.3,3,1,1,Medium,Business,0,0,Daily,7,0,1
+9940702147462,0,36.9,7,0,1,High,Business,1,1,Daily,9,3,1
+9940777370594,1,28.2,5,0,1,Low,Personal,0,0,Daily,4,1,0
+9940505867117,1,25.8,5,0,1,Medium,Business,1,0,Weekly,2,0,0
+9940708470171,1,37.3,7,1,1,High,Business,1,1,Weekly,0,1,1
+9940502142590,1,36.6,7,1,1,Low,Business,1,1,Never,8,0,0
+9940709783076,1,15.1,2,0,0,High,Government,0,0,Daily,3,2,0
+9940706571995,0,23.7,4,1,0,Medium,Government,0,0,Daily,1,0,1
+9940508579391,0,12.2,1,0,0,Low,Personal,0,0,Daily,4,2,1
+9940704257659,1,40.2,8,0,1,Low,Business,1,1,Weekly,0,1,0
+9940779490440,0,10.4,2,2,0,Low,Banking,0,0,Weekly,9,3,1
+9940776637264,1,34.1,9,1,1,High,Personal,1,1,Daily,1,0,0
+9940502142417,0,21.8,4,0,1,Medium,Business,0,0,Daily,0,2,1
+9940519306112,1,42.7,8,0,1,Low,Government,1,1,Daily,9,0,0
+9940518162096,0,29.0,5,0,1,Medium,Banking,0,0,Daily,6,2,1
+9940553701811,1,16.9,2,0,1,Medium,Personal,0,0,Daily,7,1,1
+9940505911080,0,23.9,5,0,1,High,Business,1,0,Daily,3,0,1
+9940774492541,0,34.6,6,1,1,High,Business,1,0,Daily,7,1,1
+9940705891459,1,16.5,3,0,0,High,Business,0,0,Daily,3,1,1
+9940779688367,0,37.1,9,0,1,High,Government,1,1,Weekly,6,3,1
+9940509090293,1,33.2,7,0,0,Medium,Banking,1,1,Daily,1,2,1
+9940502939860,1,37.6,8,0,0,High,Business,1,1,Weekly,0,5,1
+9940779746233,1,38.9,8,1,1,Low,Personal,1,1,Daily,1,3,1
+9940514941508,1,39.2,8,0,1,Low,Business,1,1,Weekly,3,0,1
+9940707343544,0,14.9,2,2,0,Medium,Business,0,0,Daily,0,0,1
+9940777878007,1,13.0,2,0,0,Medium,Personal,0,0,Weekly,1,1,0
+9940505346445,0,34.9,7,0,0,High,Business,1,1,Never,4,1,1
+9940505109914,0,22.9,4,0,0,Medium,Banking,0,0,Daily,0,1,1
+9940505107634,1,16.3,2,0,0,Medium,Personal,0,0,Daily,3,2,1
+9940508762942,0,28.4,5,0,0,High,Business,1,0,Never,9,1,0
+9940504477072,0,17.1,3,0,1,High,Business,0,0,Weekly,3,1,0
+9940773519308,1,21.0,3,2,0,Medium,Personal,0,0,Daily,9,3,0
+9940704254390,1,18.0,2,1,0,Medium,Business,0,0,Daily,3,0,0
+9940772753944,1,29.9,5,2,1,Low,Business,0,0,Weekly,5,2,1
+9940774523561,1,39.9,9,0,0,High,Personal,1,1,Daily,9,5,1
+9940772026705,1,25.0,4,1,1,High,Banking,0,0,Daily,5,0,1
+9940511807779,1,30.1,6,0,1,Low,Personal,1,0,Weekly,3,3,1
+9940517514651,1,18.8,3,1,1,Medium,Banking,0,0,Daily,8,1,1
+9940771696924,1,30.7,6,0,0,Low,Personal,1,0,Weekly,2,3,1
+9940516113845,0,5.2,0,0,0,High,Government,0,0,Daily,5,0,1
+9940508018827,1,19.3,3,1,1,Low,Banking,0,0,Weekly,3,0,1
+9940707520333,1,35.6,7,1,1,Low,Business,1,1,Weekly,8,2,1
+9940775014655,1,36.9,8,0,0,High,Business,1,1,Daily,6,2,0
+9940772742688,1,25.1,5,0,0,Medium,Government,0,0,Daily,6,1,0
+9940779376159,0,20.9,3,1,1,Medium,Government,0,0,Daily,0,2,1
+9940508516447,0,21.8,4,0,0,Medium,Government,0,0,Daily,6,3,1
+9940706509988,1,19.6,2,2,1,Medium,Business,0,0,Weekly,6,1,0
+9940771780854,0,43.8,9,1,0,Medium,Government,1,1,Weekly,6,2,1
+9940701316583,1,21.3,3,1,1,High,Business,0,0,Weekly,9,1,1
+9940773836980,1,23.1,4,0,0,Medium,Business,0,0,Daily,9,2,0
+9940772417709,1,24.6,6,1,1,High,Personal,1,0,Weekly,9,3,1
+9940558743211,0,25.6,4,2,0,Medium,Banking,0,0,Daily,3,1,1
+9940502852377,0,18.3,2,0,0,Low,Personal,0,0,Never,9,3,1
+9940553543857,0,34.2,6,0,0,Low,Business,1,0,Daily,7,3,1
+9940519781623,1,19.2,4,1,0,Low,Banking,0,0,Never,0,2,1
+9940508364338,1,34.3,8,0,0,Medium,Personal,1,1,Never,8,3,1
+9940502968337,0,26.7,4,0,0,High,Personal,0,0,Daily,5,1,1
+9940704451887,1,37.4,6,0,0,High,Government,1,0,Daily,3,1,1
+9940555641800,1,24.4,4,2,0,Medium,Government,0,0,Daily,8,2,0
+9940556978432,1,22.5,3,0,0,Medium,Personal,0,0,Never,1,1,1
+9940709425591,1,28.2,6,1,1,High,Government,1,0,Never,7,0,0
+9940558840131,1,15.9,3,0,1,Medium,Business,0,0,Daily,2,2,0
+9940709794733,1,33.5,6,0,0,Medium,Personal,1,0,Weekly,2,1,1
+9940501365808,1,20.1,4,2,1,Medium,Personal,0,0,Weekly,5,2,1
+9940773127243,1,20.2,4,1,0,Medium,Government,0,0,Weekly,0,0,0
+9940556067010,0,26.6,4,1,1,Low,Personal,0,0,Weekly,6,1,1
+9940501442058,0,24.9,5,0,1,High,Business,0,0,Never,8,1,1
+9940774198073,0,27.7,5,1,1,Low,Business,1,0,Daily,5,0,1
+9940702382416,1,26.7,7,0,0,Medium,Personal,1,1,Daily,9,0,1
+9940509396278,1,14.7,2,1,1,High,Personal,0,0,Weekly,7,0,1
+9940501569956,0,7.6,1,0,0,Medium,Government,0,0,Weekly,4,3,1
+9940502335638,1,35.4,6,2,1,High,Government,1,0,Weekly,1,2,1
+9940512756117,0,15.1,2,1,0,Medium,Personal,0,0,Never,2,0,1
+9940502337346,1,36.4,7,0,0,High,Business,1,1,Never,7,0,0
+9940706117126,0,12.6,3,2,1,High,Business,0,0,Never,2,0,1
+9940554279127,1,22.3,4,0,1,Medium,Personal,0,0,Daily,5,1,1
+9940779212038,1,27.6,4,1,1,High,Personal,0,0,Weekly,7,3,1
+9940703347362,1,14.8,1,0,1,Medium,Business,0,0,Daily,1,1,1
+9940705834969,1,30.4,5,0,1,High,Personal,0,0,Weekly,2,3,1
+9940556940806,1,39.1,8,0,0,Medium,Business,1,1,Never,1,1,1
+9940506633905,0,13.5,1,0,0,High,Business,0,0,Weekly,4,2,1
+9940508167444,1,21.2,3,1,1,Medium,Banking,0,0,Never,3,0,1
+9940702816805,0,18.1,3,0,0,High,Personal,0,0,Daily,4,3,1
+9940505567104,0,15.9,2,1,1,Medium,Personal,0,0,Never,2,0,1
+9940508205251,1,16.2,2,0,0,Medium,Personal,0,0,Daily,2,1,1
+9940518767145,1,21.2,3,0,0,Low,Personal,0,0,Daily,0,0,1
+9940776560099,1,36.4,7,0,0,Medium,Government,1,1,Weekly,1,2,1
+9940556867021,0,16.4,3,1,1,Low,Personal,0,0,Daily,3,3,1
+9940708777230,0,16.4,2,1,0,Medium,Banking,0,0,Daily,6,1,0
+9940556623841,0,13.9,3,1,0,High,Business,0,0,Weekly,1,1,1
+9940509539587,1,41.1,9,0,1,High,Banking,1,1,Daily,7,2,0
+9940512148344,1,29.2,6,0,0,Low,Banking,1,0,Daily,4,2,1
+9940504131106,0,30.9,5,0,1,Medium,Business,1,0,Daily,1,1,1
+9940702009638,1,45.8,8,2,1,Medium,Personal,1,1,Weekly,4,1,1
+9940501815211,0,22.7,3,1,1,Medium,Personal,0,0,Weekly,0,0,1
+9940515247470,1,21.8,4,0,1,Medium,Banking,0,0,Daily,9,0,1
+9940773033360,0,10.7,0,0,1,Medium,Personal,0,0,Daily,0,1,1
+9940554664414,1,24.9,6,0,0,Low,Personal,1,0,Daily,6,1,0
+9940554940573,0,22.9,4,2,0,Medium,Banking,0,0,Weekly,4,2,0
+9940556588311,1,30.5,6,1,1,Low,Personal,1,0,Weekly,0,1,1
+9940709511241,0,14.7,2,0,1,Medium,Banking,0,0,Never,9,0,1
+9940518644489,1,42.6,8,1,0,High,Banking,1,1,Weekly,9,1,0
+9940704404788,1,43.0,8,0,0,High,Personal,1,1,Daily,9,2,1
+9940773930263,0,15.7,3,0,1,Medium,Personal,0,0,Daily,5,1,1
+9940557936958,1,8.7,1,2,0,Low,Personal,0,0,Daily,5,2,1
+9940552112870,0,21.1,3,0,1,High,Business,0,0,Never,0,2,1
+9940505864289,1,33.4,8,1,0,Medium,Banking,1,1,Weekly,6,3,1
+9940514807147,1,36.5,7,1,0,Medium,Business,1,1,Daily,5,0,1
+9940772645278,0,32.7,8,1,0,Medium,Personal,1,1,Daily,6,2,1
+9940556548038,0,37.0,7,0,1,Medium,Banking,1,1,Daily,6,1,0
+9940513886606,1,12.9,2,1,1,Medium,Personal,0,0,Weekly,8,0,0
+9940552670388,0,13.4,1,2,1,High,Banking,0,0,Daily,6,3,0
+9940556878726,0,17.2,2,2,1,Medium,Government,0,0,Weekly,0,1,1
+9940552567783,0,35.2,7,0,1,High,Personal,1,1,Daily,2,3,1
+9940707055679,1,36.1,7,1,1,Low,Personal,1,1,Weekly,6,1,1
+9940512458845,1,34.3,6,0,0,Medium,Business,1,0,Daily,8,1,0
+9940704912837,1,27.2,5,0,1,High,Personal,0,0,Never,0,0,1
+9940558271935,0,6.0,1,0,1,Medium,Business,0,0,Daily,4,3,1
+9940773057810,0,24.1,3,1,0,High,Banking,0,0,Weekly,5,3,1
+9940507908649,1,30.1,5,0,0,Medium,Personal,1,0,Daily,2,1,1
+9940507497160,1,17.0,3,0,1,High,Personal,0,0,Daily,3,0,1
+9940559123912,1,13.6,3,0,1,High,Banking,0,0,Daily,9,0,0
+9940552519857,1,21.1,6,1,1,Medium,Business,1,0,Daily,0,2,1
+9940707436047,0,29.4,5,0,1,High,Personal,1,0,Daily,5,0,1
+9940559430026,1,30.3,6,0,0,Medium,Personal,1,0,Daily,1,0,1
+9940777867167,1,28.2,5,1,0,Medium,Business,0,0,Never,7,0,0
+9940552691132,0,26.9,5,0,0,Medium,Business,0,0,Daily,4,2,1
+9940508399450,1,42.3,8,0,0,High,Personal,1,1,Weekly,9,0,0
+9940501965811,1,17.5,3,0,0,High,Personal,0,0,Daily,4,0,1
+9940776299597,0,21.6,5,0,1,Low,Government,0,0,Daily,8,0,0
+9940505478828,0,12.3,2,1,1,Medium,Banking,0,0,Daily,8,0,1
+9940775779714,1,9.3,1,0,1,Low,Business,0,0,Weekly,0,0,1
+9940515675945,0,22.1,4,0,1,Low,Business,0,0,Daily,5,1,0
+9940501283290,1,42.2,9,0,1,High,Banking,1,1,Weekly,4,0,1
+9940515573735,0,21.7,4,0,0,Medium,Banking,0,0,Weekly,0,1,0
+9940709430698,1,25.1,3,0,0,Low,Business,0,0,Never,6,3,0
+9940554930006,1,19.3,3,1,1,High,Business,0,0,Daily,3,0,0
+9940703492217,1,40.4,8,0,1,Medium,Banking,1,1,Daily,7,2,1
+9940709953333,1,20.7,3,1,1,Medium,Banking,0,0,Never,6,0,1
+9940551890931,1,27.2,5,1,1,Medium,Business,1,0,Weekly,7,0,0
+9940705376525,1,24.3,4,1,1,Medium,Business,0,0,Weekly,2,0,1
+9940775613379,1,22.3,4,0,1,Low,Business,0,0,Daily,1,2,1
+9940555301518,1,39.7,7,1,1,Medium,Personal,1,1,Daily,1,3,0
+9940509295532,1,38.1,8,0,1,Medium,Banking,1,1,Never,9,1,0
+9940554795894,0,36.3,7,1,1,Medium,Personal,1,1,Daily,4,2,1
+9940779759713,0,19.7,2,0,0,Medium,Banking,0,0,Weekly,1,1,1
+9940511601431,1,31.3,4,0,0,Low,Banking,0,0,Weekly,1,1,1
+9940777605425,0,30.5,5,0,0,Medium,Personal,1,0,Weekly,1,1,1
+9940556336609,1,31.7,4,0,0,High,Personal,0,0,Daily,8,2,1
+9940703164912,0,28.2,5,1,0,Medium,Personal,1,0,Weekly,1,1,1
+9940513051709,0,30.9,5,0,0,Medium,Business,1,0,Weekly,0,0,0
+9940777477121,0,16.8,3,3,0,Medium,Personal,0,0,Never,9,3,0
+9940506738480,0,26.6,3,1,0,Low,Personal,0,0,Weekly,9,0,1
+9940516500528,0,24.2,4,0,0,Medium,Personal,0,0,Daily,6,0,1
+9940551457501,0,23.2,4,2,1,Medium,Business,0,0,Daily,7,1,1
+9940556380946,1,24.7,3,2,1,High,Government,0,0,Daily,9,1,1
+9940559832482,1,25.4,7,0,0,Medium,Personal,1,1,Daily,3,2,1
+9940501155908,0,14.0,1,0,1,Medium,Business,0,0,Daily,4,2,1
+9940515221045,1,39.2,8,0,1,High,Business,1,1,Daily,8,0,1
+9940505449397,1,12.9,2,1,1,Low,Personal,0,0,Never,4,2,1
+9940559070797,1,27.2,5,0,0,High,Business,1,0,Daily,7,0,1
+9940513545612,0,18.2,5,0,1,Medium,Banking,0,0,Never,8,2,0
+9940555280050,1,37.2,7,0,1,Medium,Personal,1,1,Weekly,8,1,0
+9940557454727,1,25.7,5,0,1,Medium,Personal,1,0,Never,3,2,1
+9940701542977,1,30.2,5,0,1,Low,Personal,1,0,Daily,0,3,1
+9940558209802,1,19.7,4,0,0,High,Business,0,0,Daily,3,3,1
+9940708399921,1,21.5,3,1,0,High,Personal,0,0,Weekly,1,1,1
+9940557476822,1,27.7,6,1,1,Medium,Business,1,0,Daily,1,3,1
+9940706833652,1,42.8,8,1,0,Low,Banking,1,1,Never,2,1,1
+9940707728498,0,37.0,7,1,1,Low,Personal,1,1,Daily,2,1,1
+9940518035812,1,19.4,4,1,0,High,Government,0,0,Weekly,2,0,1
+9940519130554,0,42.7,8,0,1,Low,Banking,1,1,Never,2,0,1
+9940704853528,0,31.6,6,0,1,Medium,Personal,1,0,Daily,9,1,1
+9940515104506,1,21.1,3,1,0,High,Personal,0,0,Weekly,3,1,1
+9940556741430,1,32.1,6,0,0,Low,Personal,1,0,Weekly,4,0,1
+9940502737803,0,6.8,1,4,0,Medium,Government,0,0,Weekly,5,1,0
+9940558706060,0,42.2,8,1,0,Low,Personal,1,1,Weekly,7,2,0
+9940557934619,1,42.2,9,0,1,High,Personal,1,1,Weekly,6,1,1
+9940706679588,1,41.1,9,3,1,Low,Government,1,1,Never,6,0,1
+9940553714862,0,23.8,4,0,1,Medium,Personal,0,0,Weekly,5,1,1
+9940514129062,1,10.6,2,0,1,High,Banking,0,0,Daily,1,1,1
+9940774914770,0,10.5,2,0,1,High,Banking,0,0,Daily,3,1,1
+9940556962765,1,27.1,5,0,1,Low,Business,0,0,Daily,8,0,0
+9940778002312,1,31.6,6,1,0,Medium,Business,1,0,Never,1,0,1
+9940707046687,1,21.4,4,0,1,Medium,Banking,0,0,Weekly,3,1,1
+9940559369394,0,20.1,4,1,0,Medium,Government,0,0,Never,1,1,1
+9940779645281,0,15.7,4,1,0,Low,Personal,0,0,Weekly,0,1,1
+9940507344150,0,27.0,4,0,1,Medium,Personal,0,0,Daily,5,0,1
+9940774338210,1,30.3,6,2,0,High,Government,1,0,Weekly,4,1,0
+9940776391619,0,15.1,2,1,0,Medium,Business,0,0,Daily,2,2,1
+9940554825735,1,32.1,6,0,0,Low,Business,1,0,Never,4,1,0
+9940706661869,1,31.1,7,0,0,Low,Personal,1,1,Daily,4,1,1
+9940558309105,1,35.8,7,0,0,High,Business,1,1,Daily,5,1,1
+9940514323991,1,21.7,3,1,0,High,Personal,0,0,Weekly,3,3,1
+9940705551860,0,33.3,7,0,0,Medium,Government,1,1,Weekly,0,0,1
+9940511410728,0,32.2,6,0,1,Medium,Personal,1,0,Daily,9,0,0
+9940517629157,0,25.7,4,3,0,Low,Personal,0,0,Daily,9,1,1
+9940555408675,0,28.4,4,2,0,High,Banking,0,0,Weekly,2,1,1
+9940775137384,0,33.7,6,1,0,Medium,Business,1,0,Weekly,2,2,1
+9940515791876,1,40.5,7,0,0,Medium,Banking,1,1,Weekly,4,0,0
+9940552939456,0,7.2,0,1,0,High,Personal,0,0,Weekly,9,5,1
+9940506381706,1,26.1,6,2,0,Medium,Personal,1,0,Never,5,3,1
+9940507706833,1,28.8,5,2,1,Medium,Business,1,0,Daily,0,1,0
+9940504147085,1,33.4,6,0,0,High,Business,1,0,Daily,4,2,1
+9940502180396,0,35.6,7,1,1,Medium,Government,1,1,Weekly,6,0,1
+9940774481525,0,11.9,1,0,0,Medium,Personal,0,0,Weekly,6,1,0
+9940772787252,0,5.1,0,0,0,Low,Business,0,0,Daily,4,0,1
+9940774365452,1,4.1,0,1,0,Medium,Banking,0,0,Daily,2,0,0
+9940506641424,1,9.4,1,0,1,High,Banking,0,0,Weekly,1,1,1
+9940502020551,1,34.2,8,0,1,Medium,Government,1,1,Daily,3,0,1
+9940517725427,1,35.3,6,0,1,High,Personal,1,0,Daily,1,3,1
+9940553021522,1,33.0,7,2,0,Medium,Personal,1,1,Weekly,6,1,1
+9940519052190,1,33.4,5,0,1,High,Banking,1,0,Daily,5,0,1
+9940557591993,1,27.9,4,0,1,High,Government,0,0,Daily,7,3,1
+9940503453278,1,27.2,5,2,0,High,Business,0,0,Never,9,2,1
+9940706069048,1,38.8,6,1,1,Low,Business,1,0,Daily,3,1,0
+9940511996518,1,15.4,2,2,0,High,Personal,0,0,Weekly,6,1,1
+9940501897653,0,23.1,3,1,0,High,Banking,0,0,Weekly,0,0,1
+9940709604418,1,20.6,3,0,1,Medium,Business,0,0,Daily,3,0,1
+9940778221881,0,26.3,5,1,1,Low,Business,0,0,Weekly,7,0,1
+9940502389807,0,14.3,2,1,0,Medium,Personal,0,0,Weekly,4,0,1
+9940553544203,1,35.5,7,0,1,Medium,Personal,1,1,Never,6,0,0
+9940772779002,0,26.0,3,1,1,Medium,Personal,0,0,Daily,6,0,1
+9940704556450,1,30.3,6,1,0,High,Personal,1,0,Daily,6,1,1
+9940773621964,1,33.5,6,1,0,Low,Banking,1,0,Daily,4,1,1
+9940553952564,0,20.1,4,0,0,High,Personal,0,0,Weekly,1,2,1
