phone_number,trips,spend,app_ratio,cash_ratio,ticket_class,loyalty,delay,cancellations,group_travel,route_type,seasonal_traveler,heavy_luggage,marketing_consent
+9940511049257,1,72.99,0.805,0.195,Business,157,0,0,1,domestic,1,1,0
+9940556110302,1,73.52,0.627,0.373,Business,109,1,0,1,nakhchivan,0,0,1
+9940558079846,0,50.45,0.459,0.541,Standard,0,2,1,0,international,1,1,1
+9940779426483,2,10.77,0.402,0.598,Standard,216,1,0,0,domestic,1,1,0
+9940773976444,2,50.2,0.574,0.426,Standard,180,0,0,0,domestic,0,0,1
+9940558925275,1,60.9,0.806,0.194,Business,116,0,0,0,domestic,0,0,1
+9940708908871,5,10.0,0.801,0.199,Business,505,1,1,1,domestic,0,1,1
+9940519895443,4,47.58,0.956,0.044,Business,544,2,1,0,international,0,0,1
+9940774357544,5,35.52,0.605,0.395,Business,410,1,0,1,domestic,1,0,1
+9940558658022,4,46.2,0.196,0.804,Standard,576,2,0,0,domestic,0,1,0
+9940556085700,0,42.63,0.369,0.631,Standard,0,0,0,0,domestic,1,0,1
+9940701524436,0,10.0,0.63,0.37,Business,0,3,0,0,domestic,0,1,1
+9940703433075,2,42.06,0.596,0.404,Standard,180,0,0,0,domestic,1,0,0
+9940507048461,1,41.11,0.143,0.857,Standard,146,1,1,0,domestic,0,0,0
+9940512445294,2,69.74,0.82,0.18,Business,274,0,0,0,nakhchivan,1,0,1
+9940504912587,0,15.95,0.468,0.532,Standard,0,0,1,1,domestic,0,0,1
+9940707974170,0,59.27,0.456,0.544,Standard,0,0,0,0,domestic,1,1,0
+9940502347835,1,25.9,0.654,0.346,Business,80,0,0,0,international,1,0,1
+9940515469313,2,73.27,0.522,0.478,Standard,152,0,0,0,nakhchivan,0,0,1
+9940552933727,4,87.42,0.49,0.51,Standard,696,1,0,0,domestic,1,0,0
+9940705828390,1,94.62,0.188,0.812,Standard,110,1,0,1,domestic,1,0,1
+9940553166402,1,117.23,0.666,0.334,Business,163,2,1,0,domestic,1,0,1
+9940779688742,3,10.0,0.419,0.581,Standard,498,1,0,0,domestic,0,0,1
+9940771690310,1,36.07,0.528,0.472,Standard,118,0,0,0,international,1,1,0
+9940509672218,3,90.11,0.427,0.573,Standard,372,1,0,1,domestic,0,1,1
+9940778126873,1,28.52,0.281,0.719,Standard,188,0,0,0,domestic,1,1,0
+9940708700778,2,101.29,0.444,0.556,Standard,196,1,0,0,international,0,0,0
+9940708663580,0,61.95,0.852,0.148,Business,0,2,0,0,nakhchivan,0,1,0
+9940502688483,1,65.55,0.644,0.356,Business,171,3,0,0,domestic,0,1,1
+9940709379824,2,41.87,0.585,0.415,Standard,262,4,0,0,nakhchivan,1,0,0
+9940706348453,3,90.96,0.651,0.349,Business,186,0,0,0,international,0,0,0
+9940559659414,3,83.47,0.399,0.601,Standard,252,0,0,0,nakhchivan,0,0,0
+9940508903325,5,65.67,0.794,0.206,Business,265,0,1,0,domestic,0,0,1
+9940556216490,3,10.0,0.684,0.316,Business,351,1,0,0,domestic,0,1,1
+9940774370175,0,27.88,0.119,0.881,Standard,0,1,0,0,domestic,0,0,0
+9940702055584,4,10.0,0.937,0.063,Business,404,2,0,1,domestic,0,1,1
+9940501909955,3,86.43,0.513,0.487,Standard,321,1,0,0,domestic,0,0,1
+9940774507386,0,92.68,0.186,0.814,Standard,0,0,0,1,domestic,1,0,1
+9940778298665,0,46.28,0.044,0.956,Standard,0,0,1,0,nakhchivan,0,1,1
+9940505548093,4,59.31,0.236,0.764,Standard,516,1,0,0,domestic,0,0,1
+9940775335871,2,51.45,0.554,0.446,Standard,126,1,0,1,domestic,0,0,1
+9940553200083,3,104.22,0.382,0.618,Standard,312,1,2,0,domestic,1,0,1
+9940556079533,2,62.07,0.935,0.065,Business,258,1,0,1,domestic,0,0,1
+9940556742677,3,43.03,0.768,0.232,Business,378,0,0,0,international,0,0,1
+9940709839297,1,57.82,0.547,0.453,Standard,132,2,1,1,nakhchivan,0,1,0
+9940777564751,1,60.57,0.42,0.58,Standard,152,1,0,0,international,1,1,0
+9940706464902,1,70.47,0.147,0.853,Standard,185,2,0,0,international,0,1,1
+9940779190690,2,32.92,0.581,0.419,Standard,390,0,2,0,international,0,0,1
+9940774824814,2,30.54,0.537,0.463,Standard,362,1,0,0,international,1,0,1
+9940509414539,0,10.0,0.532,0.468,Standard,0,1,0,0,nakhchivan,1,0,1
+9940514329858,1,34.83,0.77,0.23,Business,193,1,0,0,domestic,0,0,1
+9940702150012,0,74.1,0.272,0.728,Standard,0,1,1,0,domestic,0,0,1
+9940554758573,2,67.93,0.297,0.703,Standard,340,2,0,0,domestic,1,1,1
+9940502158897,2,88.81,0.071,0.929,Standard,272,0,0,0,domestic,1,0,1
+9940502065591,7,10.0,0.621,0.379,Business,1085,1,0,0,domestic,1,1,1
+9940558930876,1,74.28,0.506,0.494,Standard,70,4,0,0,domestic,0,0,1
+9940708152754,4,48.41,0.765,0.235,Business,500,0,0,1,nakhchivan,0,1,1
+9940502990905,6,57.59,0.824,0.176,Business,1020,1,1,0,nakhchivan,1,1,0
+9940508539450,3,50.01,0.447,0.553,Standard,414,0,0,0,nakhchivan,0,0,0
+9940501620119,2,49.86,0.699,0.301,Business,386,3,0,1,nakhchivan,0,0,1
+9940553559573,3,58.53,0.315,0.685,Standard,372,1,0,0,domestic,0,1,1
+9940507354915,1,86.42,0.657,0.343,Business,162,1,1,1,nakhchivan,1,1,0
+9940553734169,2,88.69,0.107,0.893,Standard,150,0,0,0,domestic,1,0,1
+9940557574531,1,18.53,0.894,0.106,Business,123,0,1,0,domestic,0,1,1
+9940558869007,2,69.37,0.954,0.046,Business,374,3,0,0,domestic,0,0,0
+9940701594555,3,33.19,0.486,0.514,Standard,378,0,1,0,domestic,0,1,0
+9940551215733,4,60.61,0.507,0.493,Standard,344,2,0,0,domestic,1,1,1
+9940709460017,0,60.71,0.228,0.772,Standard,0,3,0,0,nakhchivan,0,0,1
+9940705684116,2,79.39,0.637,0.363,Business,226,1,0,0,nakhchivan,0,1,1
+9940775558268,3,16.74,0.618,0.382,Business,255,1,0,0,domestic,1,0,1
+9940705173080,1,73.9,0.449,0.551,Standard,79,1,0,1,domestic,1,0,1
+9940554902513,1,63.13,0.742,0.258,Business,77,0,0,1,domestic,1,0,0
+9940557211140,2,88.99,0.85,0.15,Business,138,0,0,0,domestic,0,0,0
+9940516217709,2,44.24,0.511,0.489,Standard,266,0,0,0,domestic,0,1,0
+9940552470525,1,76.8,0.489,0.511,Standard,122,0,0,0,domestic,0,1,1
+9940506639746,6,26.13,0.888,0.112,Business,1038,2,0,0,domestic,0,0,1
+9940777014975,0,33.77,0.142,0.858,Standard,0,1,0,1,nakhchivan,0,1,0
+9940772022408,4,64.96,0.652,0.348,Business,228,0,1,1,domestic,0,0,1
+9940504390605,4,31.54,0.706,0.294,Business,728,2,1,0,domestic,0,0,1
+9940708114566,4,72.04,0.7,0.3,Business,612,0,0,0,domestic,0,0,1
+9940506568432,1,10.0,0.489,0.511,Standard,134,0,1,0,domestic,1,0,1
+9940702227328,0,57.96,0.612,0.388,Business,0,0,1,1,international,1,1,1
+9940501360855,1,59.05,0.311,0.689,Standard,155,1,0,1,international,1,0,1
+9940556230899,2,45.47,0.642,0.358,Business,186,1,0,0,nakhchivan,0,0,1
+9940705155544,1,83.54,0.58,0.42,Standard,166,0,0,0,nakhchivan,1,0,0
+9940709649462,2,66.39,0.515,0.485,Standard,186,0,0,1,international,0,0,1
+9940555700257,2,45.83,0.455,0.545,Standard,274,0,1,1,domestic,0,0,1
+9940779383397,2,39.66,0.587,0.413,Standard,206,2,0,1,domestic,1,1,1
+9940702928937,4,61.07,0.907,0.093,Business,280,3,2,0,domestic,1,0,0
+9940515026037,1,59.02,0.884,0.116,Business,177,2,0,0,international,0,1,1
+9940702256612,3,54.22,0.897,0.103,Business,525,2,0,0,domestic,0,0,1
+9940706168061,2,81.32,0.451,0.549,Standard,144,0,0,0,domestic,0,0,1
+9940512696268,2,28.76,0.528,0.472,Standard,382,0,0,0,international,0,0,0
+9940705430367,1,53.86,0.206,0.794,Standard,124,0,1,1,international,1,0,1
+9940774097269,4,111.79,0.253,0.747,Standard,324,2,0,0,domestic,0,0,0
+9940772671567,3,53.36,0.508,0.492,Standard,300,1,1,0,domestic,0,1,1
+9940701871291,1,40.63,0.708,0.292,Business,98,1,0,0,domestic,1,1,1
+9940705608467,1,54.61,0.311,0.689,Standard,67,0,0,0,nakhchivan,0,1,1
+9940519525877,3,44.59,0.394,0.606,Standard,321,0,0,0,nakhchivan,0,1,1
+9940702788734,3,50.24,0.595,0.405,Standard,528,0,2,0,domestic,1,0,1
+9940514644946,3,75.41,0.425,0.575,Standard,216,1,0,1,domestic,1,0,0
+9940553021459,0,66.17,0.278,0.722,Standard,0,0,0,0,domestic,0,1,1
+9940518280725,3,10.0,0.724,0.276,Business,186,1,1,0,domestic,1,1,1
+9940514734122,3,97.95,0.503,0.497,Standard,165,2,1,0,domestic,1,1,1
+9940509769753,0,50.0,0.533,0.467,Standard,0,0,0,0,nakhchivan,1,0,1
+9940773206507,2,37.8,0.723,0.277,Business,304,1,1,0,domestic,1,1,1
+9940501726617,5,72.36,0.327,0.673,Standard,470,1,0,0,domestic,0,1,0
+9940506242681,4,102.36,0.499,0.501,Standard,760,0,0,1,domestic,1,1,0
+9940776865024,6,82.96,0.494,0.506,Standard,474,2,0,0,domestic,1,1,0
+9940559916670,1,53.5,0.804,0.196,Business,103,2,0,1,domestic,0,1,1
+9940558842680,5,68.05,0.232,0.768,Standard,670,0,0,0,nakhchivan,0,0,1
+9940708957528,1,56.66,0.685,0.315,Business,59,0,0,0,domestic,0,1,0
+9940516708109,2,18.94,0.36,0.64,Standard,284,0,0,0,domestic,0,0,1
+9940504238333,1,36.57,0.902,0.098,Business,150,0,0,0,domestic,0,1,1
+9940704861234,6,13.84,0.282,0.718,Standard,870,0,0,1,domestic,0,0,1
+9940502203703,3,127.71,0.565,0.435,Standard,294,0,0,0,domestic,1,1,1
+9940554879686,2,36.07,0.173,0.827,Standard,386,0,0,1,domestic,0,1,0
+9940774279946,4,65.97,0.862,0.138,Business,364,2,0,0,domestic,1,0,0
+9940771323089,2,80.83,0.154,0.846,Standard,296,0,0,1,domestic,1,0,1
+9940512840209,2,58.94,0.831,0.169,Business,252,1,0,1,domestic,0,1,1
+9940705811406,3,71.25,0.376,0.624,Standard,327,0,2,1,international,1,0,1
+9940704324086,2,43.28,0.585,0.415,Standard,396,0,0,1,nakhchivan,0,0,1
+9940559941885,1,73.91,0.355,0.645,Standard,93,1,0,1,domestic,0,1,1
+9940505306749,2,31.54,0.133,0.867,Standard,366,2,0,1,nakhchivan,1,1,1
+9940519628366,2,46.51,0.341,0.659,Standard,110,3,0,1,international,0,0,1
+9940706946399,1,82.46,0.497,0.503,Standard,73,4,0,1,nakhchivan,1,1,1
+9940771363593,0,42.66,0.133,0.867,Standard,0,2,0,0,domestic,1,1,0
+9940502831006,3,78.69,0.755,0.245,Business,564,1,0,0,domestic,0,0,1
+9940707352172,3,31.46,0.843,0.157,Business,396,2,0,0,domestic,0,1,0
+9940775906057,1,107.33,0.832,0.168,Business,152,0,0,0,nakhchivan,1,1,1
+9940773715883,3,102.16,0.12,0.88,Standard,252,3,0,0,nakhchivan,0,0,0
+9940555698761,3,55.3,0.454,0.546,Standard,567,1,0,1,domestic,0,0,1
+9940509126901,1,91.32,0.524,0.476,Standard,183,0,0,1,domestic,1,0,0
+9940514498372,2,64.39,0.576,0.424,Standard,222,1,0,0,domestic,1,1,0
+9940771406032,1,27.76,0.564,0.436,Standard,120,0,0,0,nakhchivan,1,1,0
+9940773798632,3,97.79,0.156,0.844,Standard,312,0,0,1,international,0,1,0
+9940709422865,2,18.73,0.426,0.574,Standard,332,2,2,0,domestic,0,0,1
+9940507855995,2,52.83,0.245,0.755,Standard,322,1,1,0,international,0,1,0
+9940508537280,1,36.71,0.611,0.389,Business,158,0,0,1,domestic,0,0,1
+9940559204459,2,94.47,0.269,0.731,Standard,384,2,0,0,domestic,0,1,0
+9940552057539,1,58.22,0.438,0.562,Standard,135,2,0,0,nakhchivan,0,0,0
+9940503544053,2,53.36,0.183,0.817,Standard,194,0,0,0,domestic,1,0,1
+9940701538418,5,63.96,0.156,0.844,Standard,390,2,0,0,international,0,1,1
+9940551042620,3,105.88,0.819,0.181,Business,561,3,0,0,international,0,0,1
+9940508512368,3,89.71,0.381,0.619,Standard,210,2,0,0,nakhchivan,0,0,1
+9940509432523,1,108.55,0.619,0.381,Business,68,0,0,1,international,0,1,0
+9940552401818,2,41.33,0.454,0.546,Standard,318,0,0,0,domestic,0,0,1
+9940707499520,2,90.56,0.661,0.339,Business,146,1,0,0,international,0,1,0
+9940775814082,1,44.12,0.44,0.56,Standard,67,0,1,0,domestic,1,1,1
+9940551623029,1,10.0,0.468,0.532,Standard,135,1,0,0,domestic,0,0,1
+9940519241702,1,40.54,0.795,0.205,Business,113,0,0,0,domestic,0,1,0
+9940778841147,2,48.34,0.759,0.241,Business,316,0,0,0,domestic,1,0,0
+9940556107032,3,17.67,0.605,0.395,Business,408,2,0,0,international,0,0,0
+9940517370995,1,117.22,0.354,0.646,Standard,147,1,0,1,nakhchivan,1,1,1
+9940554575099,0,24.76,0.589,0.411,Standard,0,1,0,0,nakhchivan,0,0,1
+9940508135550,1,57.46,0.234,0.766,Standard,157,1,0,0,domestic,0,0,0
+9940515005144,1,26.43,0.75,0.25,Business,51,1,0,1,domestic,1,0,1
+9940559902579,2,82.8,0.876,0.124,Business,142,4,0,0,domestic,0,1,1
+9940771568054,1,56.13,0.447,0.553,Standard,84,2,0,1,nakhchivan,1,0,1
+9940702549345,4,62.59,0.922,0.078,Business,356,0,0,0,domestic,1,1,1
+9940709718769,0,77.2,0.474,0.526,Standard,0,0,0,1,domestic,0,0,1
+9940553599034,2,34.99,0.574,0.426,Standard,176,0,0,1,nakhchivan,1,0,1
+9940503795887,1,89.22,0.353,0.647,Standard,63,1,1,0,nakhchivan,1,0,0
+9940518121479,2,55.63,0.943,0.057,Business,130,4,0,1,domestic,0,0,1
+9940772704271,6,10.0,0.205,0.795,Standard,378,1,1,1,nakhchivan,1,0,1
+9940505621846,1,32.18,0.549,0.451,Standard,70,0,0,1,nakhchivan,1,0,1
+9940773574425,1,119.6,0.311,0.689,Standard,150,0,0,0,nakhchivan,0,1,1
+9940702781425,0,79.99,0.586,0.414,Standard,0,1,0,0,domestic,0,0,1
+9940519679357,1,41.97,0.352,0.648,Standard,126,2,2,0,nakhchivan,0,0,0
+9940702799073,0,63.59,0.324,0.676,Standard,0,2,2,0,nakhchivan,1,1,1
+9940771848574,1,76.83,0.301,0.699,Standard,112,1,0,0,domestic,0,0,0
+9940507065438,2,75.24,0.416,0.584,Standard,142,1,0,0,international,0,0,0
+9940508805726,2,118.68,0.359,0.641,Standard,304,0,1,0,nakhchivan,0,1,1
+9940702147462,1,71.72,0.764,0.236,Business,56,1,0,0,domestic,0,0,1
+9940777370594,3,91.16,0.503,0.497,Standard,243,0,1,0,domestic,1,1,0
+9940505867117,5,82.3,0.586,0.414,Standard,410,0,0,0,domestic,0,0,0
+9940708470171,2,39.27,0.774,0.226,Business,244,0,0,0,international,1,1,1
+9940502142590,0,83.14,0.766,0.234,Business,0,1,0,0,domestic,0,0,0
+9940709783076,2,55.53,0.27,0.73,Standard,326,0,0,0,nakhchivan,0,1,1
+9940706571995,2,44.52,0.448,0.552,Standard,360,2,0,0,domestic,1,1,1
+9940508579391,1,76.6,0.116,0.884,Standard,132,0,1,1,domestic,1,0,1
+9940704257659,0,93.67,0.846,0.154,Business,0,0,0,0,domestic,1,0,1
+9940779490440,1,73.97,0.25,0.75,Standard,180,1,0,0,domestic,1,0,0
+9940776637264,1,115.02,0.903,0.097,Business,152,0,0,1,nakhchivan,1,0,0
+9940502142417,5,82.4,0.489,0.511,Standard,595,0,0,1,international,1,1,0
+9940519306112,1,106.11,0.82,0.18,Business,123,0,0,0,domestic,0,0,1
+9940518162096,5,52.31,0.501,0.499,Standard,685,3,0,1,domestic,1,0,1
+9940553701811,2,10.0,0.275,0.725,Standard,332,1,0,0,nakhchivan,0,0,1
+9940505911080,3,28.07,0.564,0.436,Standard,510,1,0,0,international,0,0,1
+9940774492541,5,67.97,0.68,0.32,Business,345,1,1,1,international,1,0,1
+9940705891459,3,26.54,0.356,0.644,Standard,261,0,0,0,domestic,0,0,1
+9940779688367,3,62.29,0.901,0.099,Business,246,0,0,0,domestic,1,0,1
+9940509090293,0,70.01,0.702,0.298,Business,0,4,0,0,nakhchivan,1,0,1
+9940502939860,2,33.58,0.812,0.188,Business,138,0,1,0,international,0,1,1
+9940779746233,3,76.32,0.817,0.183,Business,468,0,0,0,domestic,1,0,1
+9940514941508,2,72.08,0.847,0.153,Business,150,5,0,1,domestic,0,0,0
+9940707343544,1,23.97,0.231,0.769,Standard,59,0,0,1,international,0,0,1
+9940777878007,0,62.13,0.228,0.772,Standard,0,1,2,0,international,1,1,0
+9940505346445,2,117.4,0.741,0.259,Business,102,0,1,0,international,1,0,1
+9940505109914,1,59.16,0.408,0.592,Standard,182,0,0,1,domestic,0,0,1
+9940505107634,4,19.01,0.203,0.797,Standard,680,0,0,0,domestic,1,0,0
+9940508762942,6,17.88,0.567,0.433,Standard,1140,2,0,1,international,0,1,0
+9940504477072,1,88.55,0.33,0.67,Standard,165,0,0,1,international,1,0,1
+9940773519308,1,45.65,0.376,0.624,Standard,152,1,0,1,domestic,0,0,1
+9940704254390,4,77.91,0.24,0.76,Standard,564,1,0,1,international,1,0,1
+9940772753944,4,41.84,0.544,0.456,Standard,260,0,0,0,domestic,1,0,1
+9940774523561,1,45.84,0.931,0.069,Business,103,1,0,0,domestic,0,0,1
+9940772026705,2,76.38,0.419,0.581,Standard,104,2,0,0,nakhchivan,0,0,1
+9940511807779,3,76.48,0.627,0.373,Business,402,2,0,0,nakhchivan,0,0,0
+9940517514651,3,76.79,0.374,0.626,Standard,513,3,2,0,domestic,1,0,0
+9940771696924,5,61.03,0.678,0.322,Business,550,0,0,1,international,1,0,0
+9940516113845,1,103.27,0.082,0.918,Standard,65,0,1,1,international,0,0,1
+9940508018827,2,75.93,0.302,0.698,Standard,250,2,0,1,domestic,1,0,1
+9940707520333,0,34.3,0.715,0.285,Business,0,1,0,0,domestic,0,0,1
+9940775014655,1,51.4,0.83,0.17,Business,77,0,0,0,nakhchivan,0,0,1
+9940772742688,2,63.1,0.525,0.475,Standard,198,2,0,1,domestic,0,0,1
+9940779376159,3,22.47,0.329,0.671,Standard,288,0,0,0,international,1,0,0
+9940508516447,1,46.8,0.466,0.534,Standard,173,0,0,0,international,0,1,1
+9940706509988,1,100.72,0.242,0.758,Standard,55,0,0,1,nakhchivan,1,1,0
+9940771780854,2,29.28,0.903,0.097,Business,236,1,0,0,international,1,0,1
+9940701316583,3,46.49,0.371,0.629,Standard,240,0,0,1,domestic,1,0,1
+9940773836980,1,48.4,0.484,0.516,Standard,181,0,0,0,domestic,0,0,0
+9940772417709,4,68.17,0.612,0.388,Business,548,0,0,1,domestic,0,0,1
+9940558743211,3,76.96,0.441,0.559,Standard,546,2,0,0,domestic,1,0,1
+9940502852377,3,50.75,0.26,0.74,Standard,207,0,0,0,domestic,1,0,0
+9940553543857,2,86.77,0.611,0.389,Business,158,2,0,1,nakhchivan,1,0,1
+9940519781623,4,30.43,0.403,0.597,Standard,584,2,0,0,domestic,0,1,1
+9940508364338,2,33.12,0.84,0.16,Business,124,1,2,0,domestic,1,0,1
+9940502968337,2,116.48,0.494,0.506,Standard,242,3,0,0,domestic,0,1,0
+9940704451887,3,68.78,0.661,0.339,Business,423,0,0,0,domestic,0,0,1
+9940555641800,4,71.38,0.459,0.541,Standard,668,0,0,0,international,1,0,1
+9940556978432,3,25.39,0.393,0.607,Standard,180,0,0,1,nakhchivan,0,0,1
+9940709425591,3,73.43,0.623,0.377,Business,261,3,0,0,domestic,1,0,1
+9940558840131,1,22.13,0.339,0.661,Standard,172,1,0,1,domestic,1,0,0
+9940709794733,0,52.35,0.677,0.323,Business,0,2,0,0,nakhchivan,1,1,1
+9940501365808,1,32.74,0.435,0.565,Standard,157,3,1,0,domestic,1,0,1
+9940773127243,3,50.73,0.472,0.528,Standard,378,0,0,0,nakhchivan,0,0,1
+9940556067010,4,46.56,0.422,0.578,Standard,452,0,1,0,domestic,1,1,1
+9940501442058,0,80.82,0.536,0.464,Standard,0,0,0,0,domestic,0,0,1
+9940774198073,0,49.34,0.59,0.41,Standard,0,1,0,0,international,1,0,0
+9940702382416,0,51.05,0.708,0.292,Business,0,2,0,1,international,0,1,1
+9940509396278,1,59.04,0.231,0.769,Standard,55,1,0,0,domestic,1,0,1
+9940501569956,2,103.46,0.135,0.865,Standard,244,1,0,0,international,1,0,0
+9940502335638,1,114.57,0.682,0.318,Business,104,1,0,1,international,0,1,1
+9940512756117,1,34.39,0.266,0.734,Standard,130,0,0,0,international,0,0,0
+9940502337346,2,40.21,0.776,0.224,Business,246,1,0,0,domestic,0,0,1
+9940706117126,1,64.75,0.32,0.68,Standard,64,2,0,0,international,0,1,1
+9940554279127,6,74.06,0.42,0.58,Standard,876,0,0,1,domestic,1,1,1
+9940779212038,1,112.65,0.495,0.505,Standard,59,1,0,1,domestic,0,1,0
+9940703347362,1,47.93,0.161,0.839,Standard,110,1,0,1,domestic,1,0,1
+9940705834969,2,73.99,0.503,0.497,Standard,234,1,0,1,domestic,1,1,1
+9940556940806,2,66.14,0.81,0.19,Business,306,0,0,0,domestic,0,1,1
+9940506633905,4,47.91,0.177,0.823,Standard,284,3,1,0,nakhchivan,0,1,1
+9940508167444,1,55.83,0.332,0.668,Standard,126,0,1,0,domestic,1,0,1
+9940702816805,1,50.41,0.385,0.615,Standard,81,1,0,0,international,1,0,0
+9940505567104,5,20.84,0.239,0.761,Standard,345,1,0,0,international,0,0,1
+9940508205251,1,131.66,0.258,0.742,Standard,190,0,0,0,domestic,1,0,0
+9940518767145,1,102.36,0.327,0.673,Standard,104,0,0,0,international,1,1,1
+9940776560099,2,107.94,0.751,0.249,Business,220,1,0,0,international,0,1,1
+9940556867021,1,44.15,0.352,0.648,Standard,196,1,0,1,domestic,1,0,1
+9940708777230,1,34.87,0.298,0.702,Standard,129,2,0,1,domestic,0,0,1
+9940556623841,2,99.17,0.341,0.659,Standard,322,1,1,0,domestic,0,0,0
+9940509539587,3,34.71,0.911,0.089,Business,402,2,0,1,domestic,1,0,1
+9940512148344,1,121.36,0.65,0.35,Business,114,0,1,0,domestic,1,0,1
+9940504131106,0,63.77,0.596,0.404,Standard,0,1,0,0,domestic,0,0,0
+9940702009638,4,116.59,0.805,0.195,Business,224,0,0,1,nakhchivan,0,0,1
+9940501815211,2,10.0,0.391,0.609,Standard,394,1,0,0,nakhchivan,0,0,1
+9940515247470,3,47.21,0.462,0.538,Standard,399,4,1,0,domestic,1,0,1
+9940773033360,2,102.68,0.083,0.917,Standard,240,2,0,1,international,0,0,1
+9940554664414,3,51.73,0.608,0.392,Business,336,0,0,0,nakhchivan,1,0,0
+9940554940573,2,63.43,0.472,0.528,Standard,216,2,0,0,domestic,1,1,1
+9940556588311,2,58.81,0.616,0.384,Business,314,1,0,0,domestic,0,0,0
+9940709511241,4,23.02,0.204,0.796,Standard,372,3,0,0,domestic,1,1,1
+9940518644489,1,43.32,0.857,0.143,Business,141,2,0,0,domestic,1,1,1
+9940704404788,1,100.86,0.851,0.149,Business,157,0,0,1,domestic,1,0,1
+9940773930263,4,11.24,0.325,0.675,Standard,608,1,0,1,domestic,0,0,1
+9940557936958,3,49.79,0.171,0.829,Standard,324,1,0,0,domestic,0,0,0
+9940552112870,0,66.38,0.38,0.62,Standard,0,0,0,1,domestic,1,1,0
+9940505864289,3,36.93,0.841,0.159,Business,516,0,0,0,international,1,0,0
+9940514807147,2,74.07,0.766,0.234,Business,258,1,1,0,nakhchivan,1,0,1
+9940772645278,4,96.28,0.831,0.169,Business,320,0,0,1,international,0,1,1
+9940556548038,2,77.94,0.786,0.214,Business,260,0,0,0,domestic,1,1,1
+9940513886606,0,81.97,0.204,0.796,Standard,0,1,0,0,domestic,1,1,0
+9940552670388,2,41.46,0.184,0.816,Standard,282,1,0,1,domestic,1,1,1
+9940556878726,3,55.07,0.276,0.724,Standard,501,2,0,0,domestic,0,1,0
+9940552567783,1,47.56,0.717,0.283,Business,98,1,0,1,domestic,0,0,1
+9940707055679,4,81.02,0.703,0.297,Business,200,0,0,0,domestic,0,1,1
+9940512458845,4,103.56,0.609,0.391,Business,332,1,0,0,international,0,0,1
+9940704912837,1,72.44,0.501,0.499,Standard,167,4,0,0,domestic,1,0,1
+9940558271935,1,34.66,0.131,0.869,Standard,89,2,0,0,domestic,1,0,1
+9940773057810,3,10.0,0.339,0.661,Standard,486,1,1,0,domestic,0,1,1
+9940507908649,1,65.64,0.584,0.416,Standard,118,1,0,0,domestic,0,0,1
+9940507497160,5,82.88,0.31,0.69,Standard,795,2,0,0,international,0,1,1
+9940559123912,2,34.87,0.332,0.668,Standard,390,1,0,1,nakhchivan,0,0,1
+9940552519857,5,60.68,0.603,0.397,Business,470,0,1,0,domestic,1,1,0
+9940707436047,1,23.41,0.587,0.413,Standard,155,0,0,0,domestic,0,0,1
+9940559430026,2,68.2,0.601,0.399,Business,236,1,0,1,international,0,1,0
+9940777867167,1,12.15,0.547,0.453,Standard,95,0,0,0,international,1,0,1
+9940552691132,2,78.58,0.505,0.495,Standard,290,0,1,1,nakhchivan,1,0,1
+9940508399450,0,42.02,0.86,0.14,Business,0,0,0,1,domestic,1,0,1
+9940501965811,4,69.15,0.313,0.687,Standard,288,1,0,0,international,1,0,0
+9940776299597,7,56.57,0.508,0.492,Standard,483,1,0,1,domestic,1,0,1
+9940505478828,1,85.69,0.282,0.718,Standard,162,0,0,1,domestic,0,0,1
+9940775779714,1,87.12,0.113,0.887,Standard,148,2,0,0,domestic,1,0,1
+9940515675945,4,53.28,0.428,0.572,Standard,524,1,0,0,international,0,0,1
+9940501283290,0,114.98,0.986,0.014,Business,0,0,0,0,international,1,1,0
+9940515573735,2,69.36,0.467,0.533,Standard,204,0,0,1,nakhchivan,0,0,1
+9940709430698,1,10.0,0.393,0.607,Standard,96,1,0,1,international,0,1,1
+9940554930006,3,39.79,0.307,0.693,Standard,198,1,0,0,domestic,1,1,1
+9940703492217,1,21.91,0.858,0.142,Business,129,2,0,1,nakhchivan,0,0,1
+9940709953333,0,26.83,0.355,0.645,Standard,0,1,1,0,domestic,0,0,1
+9940551890931,1,50.57,0.555,0.445,Standard,156,2,1,0,domestic,1,0,1
+9940705376525,3,36.72,0.462,0.538,Standard,246,0,0,0,domestic,0,0,0
+9940775613379,3,63.51,0.464,0.536,Standard,468,1,0,1,nakhchivan,1,0,1
+9940555301518,3,40.99,0.77,0.23,Business,597,1,0,0,domestic,1,1,1
+9940509295532,3,114.73,0.871,0.129,Business,192,0,0,0,international,0,0,0
+9940554795894,4,72.37,0.736,0.264,Business,452,0,1,0,domestic,1,0,1
+9940779759713,6,10.0,0.213,0.787,Standard,648,1,0,0,domestic,1,0,1
+9940511601431,2,75.19,0.483,0.517,Standard,272,1,0,0,domestic,1,0,1
+9940777605425,2,60.38,0.551,0.449,Standard,186,1,0,1,domestic,0,0,0
+9940556336609,2,11.58,0.466,0.534,Standard,286,1,0,1,international,1,0,1
+9940703164912,2,42.79,0.59,0.41,Standard,258,3,0,0,domestic,1,0,1
+9940513051709,1,55.19,0.559,0.441,Standard,142,1,1,0,nakhchivan,0,1,1
+9940777477121,4,56.09,0.3,0.7,Standard,236,1,0,0,international,0,1,0
+9940506738480,5,18.93,0.384,0.616,Standard,625,2,0,0,international,0,0,1
