phone_number,monthly_spend,data_usage_gb,speed_mbps,support_calls,complaints,downtime_hours,payment_delay_days,device_count,plan_upgrade_count,contract_type,region,tenure_months,churn_status,cltv,payment_status,service_type,average_monthly_usage_gb,peak_usage_time,installation_address_airport_km,customer_satisfaction_score,smart_home_devices,azcloud_subscriber,marketing_consent
+9940706661869,94.76,199.2,50,1,5,0.27,1,3,3,0,2,19,0,1800.43,paid,GPON,229.2,evening,9.9,4,1,1,1
+9940558309105,40.83,128.7,20,1,2,11.29,1,2,2,1,4,14,0,571.64,paid,ADSL,108.6,evening,2.2,4,2,1,1
+9940514323991,70.1,101.3,50,1,1,3.05,1,4,2,1,3,22,1,1542.14,overdue,GPON,71.4,evening,62.4,5,1,0,0
+9940705551860,143.56,189.7,20,1,1,0.25,0,4,0,0,4,43,0,6173.03,paid,5G,159.7,morning,1.4,5,4,1,1
+9940511410728,126.92,125.9,20,0,1,1.57,1,4,1,1,4,41,0,5203.78,unpaid,Cable,105.2,evening,7.6,1,1,1,1
+9940517629157,132.53,131.1,20,4,0,7.23,3,3,1,0,3,35,1,4638.44,paid,5G,133.6,evening,1.0,4,1,0,1
+9940555408675,72.35,133.1,100,3,1,2.21,1,4,2,0,3,22,1,1591.66,paid,ADSL,154.9,evening,10.3,4,0,0,1
+9940775137384,88.04,259.7,50,2,1,0.49,1,1,2,0,1,22,1,1936.88,overdue,Cable,238.3,morning,7.8,5,0,1,1
+9940515791876,57.4,203.7,50,0,0,0.4,2,1,1,1,2,11,0,631.36,paid,ADSL,227.2,evening,80.0,1,1,1,1
+9940552939456,83.91,42.7,200,2,2,0.36,1,2,0,0,4,31,0,2601.28,paid,ADSL,41.4,evening,14.0,4,2,0,1
+9940506381706,132.57,244.0,50,2,2,0.4,1,2,1,0,4,33,0,4374.92,paid,Cable,234.3,evening,30.4,3,2,0,1
+9940507706833,84.33,142.3,20,4,1,1.29,1,5,1,0,3,32,0,2698.54,paid,5G,145.8,evening,18.2,4,4,0,1
+9940504147085,191.55,196.8,20,2,4,4.23,3,2,1,1,2,49,0,9386.02,paid,5G,225.1,night,5.9,5,0,1,1
+9940502180396,93.95,282.6,100,1,4,2.79,2,5,0,0,2,21,0,1973.03,paid,ADSL,283.6,evening,12.5,5,0,1,1
+9940774481525,128.99,62.7,100,2,0,0.81,1,3,1,0,2,34,0,4385.62,paid,ADSL,40.5,evening,2.7,1,0,0,1
+9940772787252,49.61,39.1,50,2,0,2.23,2,4,0,1,3,21,0,1041.86,paid,ADSL,47.6,evening,1.0,3,2,0,1
+9940774365452,57.07,10.0,20,1,2,1.01,0,1,0,0,2,21,0,1198.48,paid,5G,18.2,evening,2.4,3,2,0,0
+9940506641424,65.98,72.2,20,1,0,0.7,2,4,1,1,3,18,0,1187.67,unpaid,ADSL,68.4,night,18.2,3,2,0,1
+9940502020551,35.88,261.9,50,2,1,0.47,1,3,0,1,3,11,0,394.72,unpaid,GPON,282.4,morning,5.8,3,0,1,1
+9940517725427,120.75,129.0,100,0,1,1.28,0,5,0,1,3,38,0,4588.47,overdue,GPON,99.0,evening,11.5,5,1,1,1
+9940553021522,33.38,200.1,100,4,0,0.95,2,1,0,0,1,13,1,433.93,paid,ADSL,207.2,night,12.2,5,1,1,1
+9940519052190,45.26,130.2,100,0,0,2.86,1,2,0,1,4,18,0,814.59,paid,5G,145.9,morning,5.9,4,0,0,0
+9940557591993,156.72,145.6,20,0,4,1.07,0,5,0,1,2,43,0,6739.11,paid,Cable,116.6,afternoon,1.8,4,0,0,1
+9940503453278,119.32,123.4,100,2,2,4.12,1,3,0,0,4,37,0,4414.91,overdue,ADSL,93.8,evening,8.9,1,1,0,1
+9940706069048,72.52,227.1,200,3,1,2.23,0,3,2,0,2,17,0,1232.82,paid,Cable,247.1,evening,1.0,2,0,1,1
+9940511996518,87.22,74.4,20,4,1,0.36,1,3,1,1,4,31,0,2703.75,overdue,5G,97.9,evening,1.0,2,3,0,1
+9940501897653,76.68,62.5,100,2,1,1.23,1,2,0,0,1,24,0,1840.21,unpaid,ADSL,89.7,evening,3.7,1,2,0,1
+9940709604418,120.93,70.8,20,3,2,0.37,0,5,1,1,4,38,0,4595.35,paid,5G,56.9,afternoon,12.3,3,0,0,1
+9940778221881,60.25,186.1,200,2,0,0.64,1,3,1,1,1,19,0,1144.81,paid,Cable,190.1,night,14.3,4,0,0,1
+9940502389807,57.75,125.5,100,0,2,1.25,2,1,2,0,3,20,0,1154.93,paid,Cable,132.2,afternoon,10.5,1,2,0,1
+9940553544203,62.11,200.3,100,0,1,0.16,2,2,0,1,3,25,0,1552.71,paid,GPON,170.3,night,22.0,3,1,1,0
+9940772779002,127.14,60.6,100,1,0,0.47,0,5,0,1,2,42,0,5339.91,overdue,GPON,63.7,evening,20.5,3,1,0,0
+9940704556450,16.61,264.5,100,0,2,2.81,1,3,1,0,4,10,0,166.15,paid,ADSL,267.3,morning,24.0,3,1,0,1
+9940773621964,96.06,198.3,50,2,0,3.58,1,4,1,1,3,29,0,2785.88,unpaid,ADSL,213.2,evening,37.7,2,0,1,1
+9940553952564,71.29,151.8,200,2,0,7.07,0,1,2,0,4,17,1,1212.0,paid,ADSL,140.3,evening,1.0,1,1,0,1
+9940515764521,54.43,130.2,20,1,1,4.17,2,1,2,1,3,21,1,1143.06,paid,5G,155.2,night,2.3,2,1,0,0
+9940702701481,122.65,246.6,200,0,1,1.63,2,2,0,1,3,42,0,5151.46,paid,GPON,248.2,evening,23.8,5,0,1,1
+9940508945429,35.22,163.0,200,1,1,9.26,2,3,3,1,1,17,1,598.74,paid,ADSL,193.0,night,21.3,5,0,0,1
+9940517548862,125.37,134.4,200,0,1,7.86,3,4,0,0,1,34,1,4262.48,paid,GPON,149.4,evening,22.8,4,1,0,1
+9940707844913,140.6,250.6,20,2,0,3.6,2,1,0,1,3,33,0,4639.87,paid,GPON,256.1,afternoon,7.4,2,0,1,1
+9940702525295,79.01,172.1,50,3,0,2.84,2,5,1,1,2,28,1,2212.23,overdue,ADSL,148.5,evening,8.4,1,1,0,1
+9940507373417,162.11,174.3,100,3,2,2.0,0,4,4,1,2,48,0,7781.39,paid,Cable,147.9,evening,3.6,5,3,1,1
+9940558526203,44.99,48.3,100,1,1,0.31,2,2,1,0,3,10,1,449.9,paid,Cable,78.3,morning,12.1,3,0,0,1
+9940512576624,43.24,28.7,100,2,0,5.09,0,3,2,1,2,19,0,821.58,paid,Cable,46.3,morning,2.1,3,1,0,1
+9940557761501,94.15,199.9,100,2,0,9.02,0,3,2,0,4,28,0,2636.22,paid,5G,194.2,evening,4.8,5,1,0,0
+9940774219143,123.32,147.9,20,2,0,1.51,1,4,0,0,3,34,1,4192.81,paid,Cable,139.6,evening,28.1,5,2,0,1
+9940508088212,157.26,116.8,200,2,0,0.94,1,1,0,0,3,44,0,6919.36,paid,ADSL,121.2,evening,33.4,3,2,0,1
+9940775305643,155.91,219.4,50,2,4,0.11,3,3,1,0,4,40,0,6236.36,paid,ADSL,192.5,afternoon,14.6,4,2,1,1
+9940558219877,96.6,90.0,200,0,2,0.37,1,3,0,0,1,31,0,2994.46,unpaid,GPON,80.7,evening,1.4,3,0,0,1
+9940702326833,136.32,211.7,100,2,2,2.77,1,4,0,0,1,38,0,5180.29,overdue,ADSL,224.0,evening,2.1,3,0,1,1
+9940554501720,30.7,10.0,100,1,3,2.26,2,2,0,0,4,12,0,368.39,paid,ADSL,24.9,night,11.6,2,2,0,1
+9940513460867,37.72,59.2,100,3,1,2.51,1,2,2,1,4,15,0,565.86,unpaid,GPON,51.9,morning,1.7,1,0,0,1
+9940703235277,30.22,305.3,200,3,1,1.97,1,5,1,1,3,15,1,453.29,paid,GPON,335.3,afternoon,7.7,5,0,1,0
+9940703774998,73.05,252.7,200,0,0,0.45,2,5,3,0,1,30,0,2191.35,paid,Cable,273.6,morning,4.8,5,2,1,1
+9940504441903,106.75,69.3,100,3,1,2.35,2,5,1,0,2,28,0,2988.88,paid,ADSL,54.0,night,20.4,2,0,0,1
+9940702145485,56.97,45.0,100,0,2,2.34,1,5,0,0,3,10,1,569.73,paid,5G,19.5,morning,3.2,4,1,0,0
+9940707363742,99.2,227.4,20,0,2,0.22,0,1,0,1,1,28,0,2777.48,paid,5G,239.3,night,23.1,1,0,1,0
+9940515952156,65.86,52.8,20,0,1,1.55,0,4,0,0,4,25,0,1646.45,paid,5G,43.8,evening,1.0,1,2,0,0
+9940778463425,89.83,76.4,100,0,0,2.86,1,4,0,0,2,21,0,1886.44,paid,ADSL,63.6,evening,5.5,5,3,0,1
+9940707345253,109.59,184.9,50,1,1,1.53,2,2,1,0,4,32,0,3506.8,unpaid,Cable,189.3,afternoon,7.1,5,1,1,1
+9940512341391,71.08,242.4,50,2,1,3.53,0,3,1,0,3,27,1,1919.17,paid,5G,256.8,evening,57.2,4,0,1,0
+9940501629384,77.02,154.2,100,2,2,0.58,1,5,1,1,2,23,1,1771.47,paid,Cable,170.0,night,75.7,3,1,0,0
+9940704805277,30.3,226.9,20,0,1,1.71,1,1,3,0,1,7,0,212.12,paid,ADSL,228.0,morning,1.6,4,0,1,1
+9940515330107,30.18,240.6,50,1,2,6.24,0,5,1,1,4,13,0,392.38,paid,Cable,210.6,evening,1.3,1,1,1,0
+9940703162247,32.45,40.6,20,1,2,2.48,1,2,0,0,3,12,0,389.39,paid,GPON,59.7,night,33.7,2,2,0,0
+9940558039899,43.22,285.4,200,1,2,3.66,0,5,0,0,4,12,0,518.62,paid,Cable,269.3,morning,14.6,2,2,1,1
+9940556234241,116.9,163.4,100,1,0,3.42,0,3,2,0,1,39,0,4559.19,unpaid,5G,169.6,night,1.3,3,1,0,1
+9940507731910,53.21,124.4,20,1,2,3.34,0,1,0,1,1,14,1,745.01,paid,5G,121.9,afternoon,1.5,5,1,0,1
+9940701981094,52.39,142.8,100,0,1,0.49,1,1,4,0,1,20,0,1047.88,paid,5G,172.8,afternoon,1.0,1,1,0,1
+9940508335657,74.67,229.0,20,3,1,0.42,0,5,0,1,2,28,0,2090.65,paid,Cable,259.0,afternoon,11.1,3,1,1,1
+9940552854813,86.9,10.0,200,2,2,0.2,1,4,0,0,2,27,0,2346.18,paid,ADSL,0.8,evening,11.5,4,0,0,1
+9940775034165,51.34,104.1,20,1,4,1.16,0,2,0,1,4,15,0,770.14,paid,GPON,77.2,morning,5.9,5,1,0,1
+9940774954343,115.82,31.3,50,3,1,0.37,0,4,3,1,4,26,0,3011.36,paid,ADSL,6.0,evening,7.7,5,0,0,1
+9940778385012,111.16,177.5,200,1,0,0.81,2,3,0,1,1,30,0,3334.88,paid,Cable,182.9,evening,4.0,3,1,1,0
+9940773491620,108.95,232.0,100,2,1,2.33,1,1,0,0,3,31,0,3377.35,paid,ADSL,221.2,morning,76.0,5,0,0,1
+9940553166777,82.19,109.2,100,0,1,1.43,4,4,2,1,3,20,0,1643.82,overdue,GPON,87.0,afternoon,8.0,1,0,0,1
+9940514056652,81.65,253.7,100,1,2,1.32,1,1,2,0,1,21,0,1714.62,paid,5G,243.2,afternoon,29.1,5,0,1,1
+9940774247294,66.21,169.7,100,1,1,0.24,0,3,2,1,2,17,0,1125.5,paid,Cable,178.8,morning,11.9,1,2,0,1
+9940772635169,25.44,109.0,20,1,0,3.22,0,1,0,1,3,17,0,432.44,paid,ADSL,107.5,evening,1.0,4,1,0,1
+9940772587200,25.59,228.5,50,1,1,1.94,0,2,0,1,3,6,0,153.53,unpaid,5G,218.9,evening,9.5,5,2,1,1
+9940703082046,95.46,277.2,200,0,0,0.37,0,5,0,0,1,25,0,2386.59,paid,5G,270.1,night,10.4,4,1,1,1
+9940505207360,134.29,274.4,200,0,1,3.14,1,3,1,1,2,41,0,5505.81,paid,Cable,271.1,evening,7.0,1,1,1,0
+9940554090201,84.4,266.6,100,1,3,2.73,1,4,0,0,2,29,1,2447.54,overdue,5G,271.1,night,11.6,5,1,1,1
+9940554528539,64.08,96.7,200,0,2,0.61,1,2,0,1,1,21,0,1345.63,unpaid,ADSL,102.3,evening,30.6,5,1,0,1
+9940777471503,49.65,165.6,200,2,3,0.72,0,1,0,1,1,17,1,844.12,paid,5G,135.6,night,80.0,3,2,0,0
+9940513168343,134.68,106.6,50,1,3,2.91,1,4,1,0,2,39,0,5252.63,paid,Cable,109.9,afternoon,28.6,2,0,0,0
+9940519189029,22.58,86.3,100,1,0,0.96,1,2,0,1,4,5,0,112.91,paid,Cable,79.1,afternoon,13.5,4,2,0,1
+9940507766025,119.53,91.9,200,1,3,0.48,2,1,1,0,4,32,0,3824.82,unpaid,GPON,71.6,evening,12.1,5,2,0,1
+9940772572185,113.1,233.2,20,1,0,1.28,1,3,0,1,1,37,0,4184.55,paid,Cable,225.8,evening,13.4,5,3,0,1
+9940703824620,75.67,132.0,200,1,2,0.93,1,3,1,0,3,28,1,2118.85,paid,Cable,155.1,night,7.5,1,0,0,1
+9940502651961,39.14,235.2,50,2,1,0.97,2,1,1,0,3,21,0,821.85,paid,GPON,251.4,evening,30.5,1,1,0,1
+9940553455238,113.04,186.4,50,0,0,0.42,0,3,0,1,2,30,0,3391.14,paid,ADSL,188.3,night,1.5,3,0,1,1
+9940554289467,97.27,284.0,50,2,0,2.51,3,3,0,0,1,33,1,3209.81,paid,5G,266.1,afternoon,8.2,5,1,1,1
+9940552178012,87.04,48.5,50,2,0,4.87,2,5,1,1,3,27,0,2350.07,paid,Cable,21.3,evening,21.8,1,2,0,1
+9940771129908,49.22,290.7,50,0,1,0.97,1,1,0,1,1,14,0,689.1,paid,GPON,271.8,evening,4.9,4,1,1,1
+9940504949394,129.72,83.2,100,2,1,1.8,1,3,0,0,1,39,1,5058.91,paid,5G,83.4,afternoon,1.0,2,1,0,0
+9940517308919,63.2,122.8,200,0,2,0.41,1,4,1,1,2,25,0,1580.02,unpaid,5G,123.5,evening,9.9,2,0,0,1
+9940503726681,109.91,210.5,50,0,3,1.02,0,3,2,0,1,29,0,3187.34,paid,GPON,197.5,evening,29.4,5,0,0,1
+9940518744112,5.0,10.0,20,1,1,5.17,0,2,1,1,4,14,0,70.0,paid,GPON,27.6,afternoon,23.8,2,4,0,1
+9940774323455,40.57,250.2,200,3,1,0.47,0,5,0,1,3,12,0,486.78,overdue,Cable,257.9,evening,5.1,1,0,1,1
+9940779107173,45.28,193.1,50,3,2,1.04,1,2,0,0,4,15,1,679.16,paid,GPON,163.1,evening,1.7,5,0,1,1
+9940503123975,115.33,98.5,100,5,2,0.37,0,5,0,0,1,27,1,3113.78,paid,Cable,100.6,evening,50.4,5,1,0,1
+9940705854002,96.3,259.0,50,0,2,0.62,1,5,1,0,1,41,0,3948.31,paid,Cable,274.1,evening,6.4,5,2,1,0
+9940517868398,24.31,119.6,20,3,0,3.0,1,4,0,0,1,6,0,145.87,paid,5G,123.7,evening,4.0,3,0,0,0
+9940501531352,76.37,136.9,50,4,0,5.19,2,4,1,1,1,32,0,2443.76,paid,GPON,148.5,afternoon,22.3,2,0,0,1
+9940519370029,147.16,139.6,50,2,0,2.18,1,3,2,1,3,36,1,5297.9,paid,5G,134.4,afternoon,13.9,4,1,0,1
+9940504284630,30.84,140.1,200,0,1,0.26,0,4,0,1,1,12,0,370.06,paid,GPON,138.8,morning,24.4,4,1,1,0
+9940555481386,135.93,218.0,100,5,4,0.56,1,2,3,0,4,39,1,5301.17,paid,ADSL,217.1,evening,2.7,2,3,1,1
+9940776655950,44.72,229.2,100,5,3,0.4,1,1,1,0,3,17,1,760.21,paid,5G,232.9,afternoon,26.9,3,0,1,1
+9940556786985,155.71,52.7,20,0,0,2.12,1,4,1,1,2,44,1,6851.2,paid,GPON,41.1,evening,7.8,5,0,0,0
+9940701213016,61.92,83.9,20,2,1,0.12,1,5,2,1,2,19,0,1176.48,paid,Cable,105.7,night,1.0,3,2,0,1
+9940558804549,105.19,308.8,50,2,1,6.47,1,5,0,1,2,21,0,2208.93,overdue,Cable,337.2,night,11.9,5,2,1,1
+9940506612439,72.04,204.1,200,0,1,0.32,2,4,1,1,3,16,0,1152.61,paid,5G,193.5,evening,3.1,1,2,1,1
+9940509989465,53.55,300.5,20,2,0,0.06,3,5,2,1,3,20,0,1070.95,paid,Cable,277.1,evening,14.9,5,1,1,1
+9940515243614,44.02,43.8,200,3,1,0.27,0,3,2,0,2,15,1,660.27,paid,ADSL,16.9,night,13.9,5,1,0,1
+9940516521647,83.12,112.9,200,4,1,3.7,1,1,0,0,4,25,0,2078.01,unpaid,5G,121.0,evening,32.9,1,0,0,1
+9940774969564,100.13,138.9,50,3,2,0.49,1,2,3,1,4,23,0,2302.99,paid,GPON,150.6,afternoon,67.5,3,1,0,1
+9940779008014,139.24,280.1,20,3,5,4.22,1,2,0,0,2,31,0,4316.33,paid,5G,288.3,afternoon,12.5,2,1,1,1
+9940778491485,67.72,172.0,20,1,0,2.35,2,5,0,0,2,25,0,1693.12,paid,GPON,181.9,afternoon,1.8,3,1,1,1
+9940709177473,128.24,174.7,20,3,0,0.42,1,5,1,0,4,33,0,4232.08,paid,Cable,163.3,night,10.0,5,1,0,1
+9940555538526,146.46,189.1,200,3,2,1.21,2,4,1,0,3,42,1,6151.22,overdue,GPON,159.1,afternoon,7.2,1,1,0,1
+9940708123062,107.52,87.4,200,2,2,3.24,0,5,1,0,4,26,1,2795.41,paid,ADSL,77.5,afternoon,9.9,4,0,0,0
+9940554229153,91.33,94.7,100,2,0,0.78,1,2,1,1,1,24,0,2191.89,paid,5G,124.7,evening,4.7,1,0,0,1
+9940705148382,103.44,50.1,20,2,0,0.57,4,4,0,0,1,26,0,2689.32,paid,ADSL,55.4,night,18.7,2,1,0,1
+9940707841960,19.33,145.3,200,2,0,0.76,0,1,1,0,3,10,1,193.35,paid,GPON,153.8,afternoon,26.1,3,1,0,1
+9940701730385,49.93,200.6,100,2,1,5.92,0,1,0,1,1,17,1,848.86,paid,5G,218.7,evening,11.9,3,1,0,1
+9940707394409,52.73,25.0,200,1,1,2.23,0,4,1,0,3,21,0,1107.39,paid,Cable,8.2,evening,1.3,1,0,0,0
+9940501142249,59.24,237.3,50,0,1,2.54,0,4,1,1,3,19,1,1125.58,unpaid,ADSL,241.8,afternoon,22.3,3,1,1,1
+9940706225856,99.62,196.0,20,2,1,3.94,2,3,2,0,2,35,0,3486.82,overdue,5G,206.2,evening,20.6,2,1,0,1
+9940515294805,59.99,50.9,200,0,2,2.59,1,3,0,1,1,22,0,1319.77,paid,Cable,32.2,evening,6.0,3,1,0,1
+9940705218109,156.2,211.7,20,4,1,0.19,1,4,2,0,2,46,0,7185.29,paid,Cable,219.0,morning,24.1,2,0,1,1
+9940555448830,57.8,150.2,20,1,2,2.94,2,2,0,1,2,15,0,866.95,paid,Cable,176.1,morning,19.6,3,0,0,1
+9940775427401,81.95,210.6,20,0,1,0.45,2,2,0,0,2,26,0,2130.81,unpaid,GPON,202.6,night,1.6,5,0,0,1
+9940514666261,72.4,149.4,20,1,1,2.43,0,2,1,0,4,18,0,1303.16,paid,GPON,119.4,night,12.0,3,1,0,1
+9940775062187,148.32,166.9,100,2,2,0.11,0,2,0,1,3,34,0,5042.83,overdue,Cable,170.4,evening,5.7,4,2,0,0
+9940776113505,162.0,145.3,20,1,1,2.13,3,2,2,0,3,48,0,7775.86,paid,5G,132.2,morning,22.6,2,1,0,0
+9940517871191,39.06,209.1,200,1,2,0.7,0,1,1,1,1,13,0,507.72,paid,5G,212.8,morning,71.2,4,0,1,1
+9940555969463,27.29,130.3,200,2,0,0.75,1,3,1,0,3,11,0,300.15,paid,GPON,113.5,afternoon,15.1,3,0,0,1
+9940556782704,70.33,147.9,20,2,2,0.6,1,3,1,1,3,16,0,1125.25,paid,GPON,149.1,afternoon,9.0,4,0,0,1
+9940708529516,100.8,209.9,200,1,3,0.49,0,1,0,1,3,24,0,2419.14,paid,5G,234.5,evening,5.0,1,2,0,1
+9940709905609,58.03,198.2,20,2,1,2.64,1,5,2,1,2,20,0,1160.54,paid,GPON,197.6,morning,1.5,5,0,0,0
+9940771977913,36.62,247.0,50,2,0,0.42,2,3,2,0,3,20,0,732.47,paid,Cable,217.0,morning,32.6,1,2,1,0
+9940517416332,56.49,251.8,100,1,0,2.56,3,1,2,0,2,24,0,1355.75,paid,ADSL,259.3,evening,9.8,1,2,1,1
+9940553026598,123.8,195.3,20,2,0,1.66,1,1,1,0,4,33,0,4085.31,unpaid,GPON,195.7,afternoon,8.8,4,2,0,1
+9940552771028,23.92,102.5,20,0,1,0.27,1,1,1,0,2,15,0,358.76,paid,5G,106.7,afternoon,39.1,2,1,0,1
+9940778137044,15.1,113.4,20,3,0,0.23,1,3,2,1,4,22,1,332.13,paid,5G,132.9,evening,19.5,5,1,0,0
+9940511618221,68.56,37.3,100,0,2,3.47,2,2,2,0,4,28,0,1919.57,unpaid,ADSL,26.8,morning,3.1,4,1,0,1
+9940558630530,88.38,111.8,20,4,1,2.46,2,5,1,0,4,25,1,2209.41,paid,5G,106.0,evening,5.4,2,1,0,0
+9940507934905,118.75,191.2,20,2,2,1.31,1,3,0,0,3,38,1,4512.69,paid,Cable,170.6,morning,43.0,5,4,0,1
+9940779953416,62.44,177.3,20,0,0,1.0,4,4,0,0,2,26,0,1623.37,paid,GPON,181.2,afternoon,26.4,5,0,1,1
+9940517011485,64.8,248.8,200,3,1,1.38,1,2,0,0,3,23,1,1490.51,paid,ADSL,252.1,evening,17.1,2,0,1,1
+9940518856207,37.43,157.0,200,0,0,1.42,0,1,1,0,4,17,0,636.34,unpaid,GPON,151.8,evening,5.5,4,0,0,1
+9940552066813,76.63,170.8,200,2,0,5.68,1,2,0,1,4,20,0,1532.58,paid,Cable,185.7,afternoon,3.2,3,0,0,1
+9940559009090,74.12,130.9,20,0,4,1.54,2,4,0,0,4,19,1,1408.21,paid,Cable,110.2,night,1.0,5,0,0,1
+9940772442933,46.07,207.2,50,1,0,0.46,3,4,0,0,3,18,1,829.29,paid,GPON,209.7,night,13.2,5,2,1,1
+9940553829131,49.09,10.0,200,2,1,1.68,0,1,1,1,2,21,0,1030.79,paid,Cable,22.0,evening,8.6,2,1,0,1
+9940552153739,36.0,154.7,100,1,4,6.55,0,2,2,0,2,11,1,395.95,paid,ADSL,143.9,afternoon,4.1,5,0,0,1
+9940504614954,44.28,71.8,20,2,1,1.23,2,3,1,1,2,16,0,708.5,paid,GPON,44.3,morning,32.3,4,0,0,1
+9940507740988,65.54,32.6,20,0,0,5.86,0,2,0,1,4,13,0,852.06,paid,GPON,2.6,night,5.3,1,1,0,0
+9940513412765,54.13,24.4,200,0,1,5.55,2,2,0,1,2,15,0,811.88,paid,Cable,27.5,morning,20.1,3,0,0,1
+9940778399757,59.04,146.0,200,2,0,0.64,0,5,1,1,2,13,1,767.48,paid,5G,176.0,afternoon,6.8,2,0,0,1
+9940776456693,114.31,123.7,50,1,1,3.01,2,5,0,1,2,38,0,4343.81,paid,Cable,111.5,afternoon,2.3,5,2,0,1
+9940706660334,100.28,59.4,20,2,2,3.11,1,2,0,0,2,21,0,2105.88,paid,Cable,68.4,afternoon,1.4,1,0,0,1
+9940709449247,39.56,171.5,20,1,1,0.0,0,1,1,0,1,12,0,474.77,paid,5G,141.5,morning,16.5,1,0,0,1
+9940514886611,37.25,139.0,20,1,1,8.89,0,2,0,0,1,12,0,446.95,paid,Cable,146.4,afternoon,7.1,1,1,0,1
+9940504101767,53.17,256.0,200,0,2,1.03,0,5,0,0,1,19,0,1010.16,paid,5G,234.2,evening,25.8,1,0,1,0
+9940509950989,190.47,163.8,200,2,1,2.32,0,5,1,1,1,56,0,10666.36,paid,Cable,155.9,afternoon,18.9,3,0,0,1
+9940516013015,61.14,160.0,50,1,3,2.34,1,4,1,1,1,22,0,1344.98,paid,GPON,161.5,evening,5.2,5,1,0,0
+9940516531435,68.4,49.2,200,2,1,0.01,1,4,1,1,4,28,0,1915.08,paid,Cable,19.2,evening,1.0,3,3,0,1
+9940503666696,27.94,94.6,200,4,2,0.57,0,2,1,0,1,5,0,139.72,paid,Cable,124.6,morning,1.0,1,1,0,1
+9940512938931,62.79,166.9,200,4,0,2.12,0,3,0,1,1,24,0,1507.07,overdue,ADSL,154.8,night,6.8,5,0,0,1
+9940502528199,124.44,127.1,200,0,1,0.45,0,5,0,1,3,39,0,4853.26,paid,Cable,139.2,evening,5.7,5,0,0,1
+9940703012030,55.86,204.4,100,2,1,2.35,2,2,2,0,4,16,1,893.72,unpaid,GPON,234.2,evening,26.4,4,0,1,1
+9940772756669,122.47,289.4,200,2,1,2.27,1,3,0,1,3,34,0,4164.06,paid,ADSL,295.2,afternoon,1.0,1,2,1,1
+9940707720483,33.49,225.8,100,0,2,0.12,1,5,1,1,1,20,0,669.79,paid,5G,201.3,evening,16.3,2,1,1,0
+9940551521508,74.57,170.3,200,3,2,3.11,0,4,1,0,3,20,0,1491.35,paid,GPON,172.4,evening,13.2,1,1,0,0
+9940556664459,103.69,194.0,50,1,1,2.8,1,1,0,1,3,31,0,3214.48,paid,Cable,164.0,night,48.5,4,0,1,1
+9940519543640,68.15,152.4,20,2,1,0.44,1,4,1,0,3,20,1,1363.1,paid,Cable,145.8,evening,3.7,2,1,0,0
+9940507889972,84.97,10.0,100,1,0,1.53,1,1,0,1,2,26,0,2209.25,paid,Cable,40.0,evening,6.5,1,0,0,1
+9940554625916,118.19,248.4,50,1,2,0.88,2,2,2,1,2,29,0,3427.53,unpaid,5G,220.2,night,11.5,4,1,1,1
+9940551534623,134.4,277.5,50,0,0,0.38,0,5,1,0,4,40,0,5375.99,paid,GPON,261.1,morning,2.5,4,0,1,0
+9940508507087,139.05,115.0,100,2,2,1.91,1,1,2,0,4,45,1,6257.46,paid,GPON,145.0,evening,9.2,3,0,0,1
+9940551028338,56.85,139.8,100,1,1,1.81,1,1,0,1,2,20,0,1136.94,paid,ADSL,136.3,evening,40.6,1,1,0,1
+9940517131964,98.86,23.2,50,2,2,5.32,1,5,0,1,3,31,0,3064.51,overdue,GPON,5.3,evening,15.6,5,1,0,1
+9940507038540,49.48,249.3,20,2,1,2.29,0,4,1,1,4,14,0,692.71,paid,GPON,257.1,morning,13.6,2,1,1,1
+9940702727290,157.52,200.1,100,2,0,0.0,1,2,1,0,3,41,0,6458.39,paid,Cable,190.7,morning,77.8,4,0,0,1
+9940557658832,60.58,198.7,50,1,3,1.0,2,2,0,1,3,18,1,1090.38,paid,ADSL,168.7,afternoon,3.8,1,0,1,1
+9940702579160,93.94,283.5,20,1,1,0.81,0,5,1,0,4,29,0,2724.35,paid,5G,256.2,night,1.0,3,0,1,0
+9940703030831,63.29,185.4,20,1,2,2.45,3,4,2,0,3,23,0,1455.57,paid,5G,215.4,evening,15.6,5,3,0,1
+9940778307893,50.15,142.7,100,1,3,5.84,0,2,0,1,1,12,0,601.84,overdue,Cable,149.3,evening,14.8,3,0,1,0
+9940779812160,35.02,10.0,50,1,0,3.57,2,1,0,0,2,15,1,525.27,paid,5G,39.3,night,38.5,2,0,0,0
+9940703382405,109.64,138.4,50,1,1,4.68,2,3,2,0,3,34,0,3727.66,paid,ADSL,117.8,afternoon,4.1,3,0,0,1
+9940779292042,51.2,208.3,20,2,0,1.22,2,2,1,0,4,10,0,512.0,paid,Cable,207.2,evening,14.3,2,1,1,1
+9940559219565,115.69,284.9,20,1,0,0.19,0,3,1,0,4,32,0,3702.2,paid,5G,281.5,evening,19.8,4,1,1,1
+9940777924668,118.62,188.7,100,1,0,0.6,1,1,2,0,1,31,0,3677.11,overdue,GPON,177.7,evening,1.0,3,0,1,0
+9940702260498,90.43,34.5,200,2,3,0.27,0,3,0,0,1,27,1,2441.54,paid,Cable,38.7,evening,19.5,5,0,0,1
