phone_number,flights_per_month,total_spent,avg_ticket_price,last_flight_days,intl_ratio,business_ratio,delays,cancellations,loyalty_points,baggage_score,checkin_score,satisfaction,travel_type,extra_baggage_tendency,next_booked_flight_days,refund_requests,lounge_visits,domestic_flight_ratio,marketing_consent
+9940501242847,3,304.47,76.12,77,0.329,0.245,2,2,30789,4,2,1,Leisure,2,77,0,0,0.671,1
+9940772926830,2,88.73,29.58,363,0.303,0.154,2,0,4455,2,4,1,Leisure,2,80,1,0,0.697,1
+9940709031072,0,243.42,243.42,347,0.464,0.072,1,0,7662,2,5,1,Leisure,1,89,0,0,0.536,0
+9940771892412,0,652.64,652.64,308,0.681,0.741,0,1,1890,1,1,0,Business,3,9,0,1,0.319,1
+9940554732712,2,199.93,66.64,240,0.706,0.259,0,0,16799,1,2,0,Leisure,2,55,0,0,0.294,1
+9940552862866,0,365.94,365.94,92,0.652,0.114,0,1,46213,4,1,1,Leisure,1,24,1,0,0.348,0
+9940701941857,2,156.48,52.16,6,0.192,0.061,4,0,2425,1,5,1,Leisure,3,10,0,0,0.808,1
+9940704804605,1,649.63,324.81,260,0.218,0.7,1,0,21484,5,3,1,Business,0,66,1,0,0.782,1
+9940775692978,2,50.0,16.67,255,0.313,0.208,2,1,34791,5,4,1,Leisure,3,86,1,0,0.687,1
+9940502585244,1,207.2,103.6,93,0.435,0.098,1,0,28770,1,2,0,Leisure,0,41,1,0,0.565,0
+9940701700146,1,293.09,146.55,46,0.364,0.143,2,0,36894,4,3,1,Leisure,2,25,1,0,0.636,0
+9940502212228,0,966.63,966.63,187,0.667,0.639,1,0,17619,3,5,1,Business,0,79,0,0,0.333,1
+9940516863897,1,261.48,130.74,363,0.668,0.283,0,3,45880,5,1,1,Leisure,3,-6,0,0,0.332,1
+9940778742536,0,118.94,118.94,52,0.319,0.136,1,1,31644,3,1,0,Leisure,2,8,0,0,0.681,1
+9940512622620,1,153.38,76.69,114,0.745,0.27,0,0,3898,1,5,1,Leisure,3,54,1,0,0.255,0
+9940703883574,4,186.53,37.31,106,0.368,0.116,1,1,26578,3,4,1,Leisure,1,37,1,0,0.632,1
+9940554094339,0,145.75,145.75,63,0.035,0.145,2,1,26968,1,5,1,Leisure,3,-6,0,0,0.965,1
+9940514246827,1,289.84,144.92,361,0.653,0.064,0,0,891,4,5,1,Leisure,3,67,0,0,0.347,1
+9940513198703,2,309.31,103.1,312,0.789,0.074,0,0,14193,2,4,1,Leisure,3,74,0,0,0.211,1
+9940551497433,2,264.77,88.26,166,0.678,0.209,0,0,8891,4,2,1,Leisure,2,53,0,0,0.322,1
+9940705726400,1,50.0,25.0,135,0.188,0.234,0,1,48995,4,2,1,Leisure,3,61,0,0,0.812,1
+9940704216326,1,168.19,84.1,271,0.431,0.171,3,2,2705,1,4,1,Leisure,1,7,3,0,0.569,1
+9940774080319,1,1755.42,877.71,358,0.8,0.813,1,0,28990,3,1,0,Business,2,5,0,1,0.2,1
+9940773383264,2,183.64,61.21,160,0.073,0.093,0,0,5277,5,4,1,Leisure,2,60,1,0,0.927,0
+9940709364054,2,177.73,59.24,317,0.944,0.27,0,0,10061,4,4,1,Leisure,3,29,0,0,0.056,0
+9940706494364,2,293.52,97.84,1,0.04,0.208,0,0,8058,1,2,0,Leisure,1,45,0,0,0.96,1
+9940514768225,1,685.62,342.81,229,0.187,0.784,3,1,47343,3,3,1,Business,2,75,0,0,0.813,1
+9940552848512,0,259.85,259.85,239,0.613,0.232,0,2,45418,3,4,1,Leisure,0,87,0,0,0.387,0
+9940508210111,1,1036.21,518.11,155,0.473,0.842,0,0,45466,1,1,0,Business,0,-3,0,1,0.527,1
+9940518995288,3,88.1,22.03,153,0.6,0.202,0,0,10441,1,5,1,Leisure,2,54,0,0,0.4,1
+9940771290869,2,239.33,79.78,54,0.453,0.042,1,1,788,4,3,1,Leisure,0,79,0,0,0.547,1
+9940559366998,0,50.0,50.0,96,0.833,0.11,1,0,49527,4,2,1,Leisure,2,24,0,0,0.167,1
+9940507294780,1,363.98,181.99,240,0.965,0.18,0,0,19073,3,2,1,Leisure,2,47,1,0,0.035,0
+9940701898479,1,213.61,106.81,72,0.771,0.052,0,0,45146,3,1,0,Leisure,2,45,0,0,0.229,0
+9940777778410,0,129.59,129.59,105,0.595,0.246,1,0,30168,2,2,0,Leisure,2,66,0,0,0.405,1
+9940771966626,2,1302.77,434.26,177,0.379,0.991,2,0,21280,1,5,1,Business,0,5,0,1,0.621,1
+9940511457756,0,320.7,320.7,39,0.633,0.275,1,0,36459,4,5,1,Leisure,1,31,0,0,0.367,1
+9940552037937,0,74.04,74.04,327,0.794,0.248,0,0,3735,2,1,0,Leisure,2,65,0,0,0.206,1
+9940555138488,0,712.92,712.92,331,0.788,0.938,0,0,45861,4,1,1,Business,3,37,0,0,0.212,1
+9940516576122,1,100.67,50.34,125,0.008,0.003,0,1,48208,2,1,0,Leisure,1,76,0,0,0.992,1
+9940514665923,2,229.53,76.51,104,0.7,0.02,0,0,18395,3,4,1,Leisure,3,19,1,0,0.3,1
+9940512097720,4,360.2,72.04,206,0.203,0.024,0,1,37406,4,2,1,Leisure,3,49,0,0,0.797,0
+9940772792516,1,321.73,160.86,323,0.533,0.088,1,0,11994,4,3,1,Leisure,2,80,1,0,0.467,1
+9940708671440,2,156.36,52.12,19,0.745,0.006,1,0,16113,4,4,1,Leisure,1,48,0,0,0.255,1
+9940779663613,4,1320.81,264.16,14,0.958,0.735,1,0,24307,4,5,1,Business,3,61,1,0,0.042,1
+9940777788442,2,234.8,78.27,263,0.036,0.175,2,2,13554,3,5,1,Leisure,3,3,0,0,0.964,0
+9940771930724,0,222.16,222.16,255,0.328,0.235,2,0,33542,5,5,1,Leisure,2,17,0,0,0.672,1
+9940508378278,0,50.0,50.0,285,0.062,0.267,1,0,44291,4,3,1,Leisure,2,10,0,0,0.938,1
+9940777227899,1,518.06,259.03,218,0.771,0.843,1,0,36391,1,2,0,Business,2,73,0,0,0.229,0
+9940505734544,0,279.02,279.02,138,0.172,0.295,2,0,39102,1,4,1,Leisure,3,86,0,0,0.828,1
+9940552289146,4,386.57,77.31,16,0.124,0.172,0,0,46611,4,5,1,Leisure,1,89,0,0,0.876,1
+9940559970093,3,1182.26,295.57,160,0.097,0.883,1,1,10448,4,2,1,Business,1,31,0,0,0.903,1
+9940514983457,2,1074.57,358.19,40,0.71,0.785,2,0,15006,1,2,0,Business,2,15,1,2,0.29,1
+9940501397575,2,288.28,96.09,26,0.09,0.143,1,0,10506,4,4,1,Leisure,2,68,0,0,0.91,1
+9940502889716,5,1591.69,265.28,209,0.448,0.859,1,0,11297,2,4,1,Business,0,30,0,0,0.552,1
+9940774611384,1,66.44,33.22,336,0.16,0.121,3,0,39996,3,2,1,Leisure,1,79,1,0,0.84,1
+9940511560941,3,313.17,78.29,274,0.631,0.11,0,0,32363,1,1,0,Leisure,2,18,1,0,0.369,0
+9940513915429,4,385.25,77.05,201,0.144,0.049,1,0,43355,5,5,1,Leisure,3,1,0,0,0.856,0
+9940775215632,3,1345.83,336.46,73,0.233,0.879,2,0,49483,1,4,1,Business,0,18,0,0,0.767,1
+9940509537808,1,1269.65,634.82,51,0.857,0.63,0,0,26297,1,2,0,Business,0,79,0,1,0.143,1
+9940771777374,0,215.04,215.04,36,0.017,0.082,1,0,18203,5,1,1,Leisure,1,21,1,0,0.983,0
+9940776191748,1,62.02,31.01,271,0.035,0.223,0,0,7672,4,4,1,Leisure,1,9,0,0,0.965,0
+9940559241849,2,1107.67,369.22,302,0.734,0.877,1,0,30937,2,1,0,Business,3,53,0,0,0.266,0
+9940508255717,6,143.17,20.45,284,0.212,0.292,2,0,12261,2,2,0,Leisure,2,67,0,0,0.788,1
+9940509324472,1,1085.7,542.85,4,0.232,0.798,1,0,30857,1,2,0,Business,1,43,1,1,0.768,0
+9940512533070,0,1269.21,1269.21,74,0.008,0.766,0,0,32615,1,3,0,Business,0,19,0,0,0.992,1
+9940558212087,0,135.49,135.49,174,0.511,0.015,1,0,49258,1,4,1,Leisure,0,81,0,0,0.489,1
+9940509807706,2,69.2,23.07,166,0.396,0.03,0,0,8632,1,4,1,Leisure,3,75,1,0,0.604,0
+9940553934294,1,154.19,77.09,49,0.833,0.078,0,0,28528,5,5,1,Leisure,2,52,0,0,0.167,1
+9940505487755,1,354.98,177.49,162,0.104,0.265,1,0,1636,2,2,0,Leisure,3,37,2,0,0.896,1
+9940555777571,1,82.62,41.31,214,0.998,0.22,2,0,26062,3,2,1,Leisure,1,70,0,0,0.002,0
+9940505443048,0,1392.75,1392.75,136,0.055,0.531,2,1,14994,3,2,1,Business,0,38,0,1,0.945,0
+9940703608035,0,259.85,259.85,196,0.22,0.002,0,0,13617,4,4,1,Leisure,2,51,0,0,0.78,1
+9940509737961,2,144.83,48.28,315,0.14,0.246,2,0,32159,4,2,1,Leisure,3,49,0,0,0.86,1
+9940509608469,1,115.7,57.85,59,0.777,0.256,2,0,1834,3,4,1,Leisure,0,44,0,0,0.223,1
+9940504426590,2,259.39,86.46,258,0.284,0.078,1,2,24514,1,3,0,Leisure,2,75,0,0,0.716,1
+9940778247627,1,197.2,98.6,279,0.023,0.007,2,0,35498,3,4,1,Leisure,1,33,0,0,0.977,1
+9940504577724,1,149.66,74.83,322,0.531,0.291,0,1,47838,2,1,0,Leisure,2,21,0,0,0.469,1
+9940558153294,1,247.16,123.58,94,0.239,0.112,2,0,48216,2,4,1,Leisure,2,42,0,0,0.761,1
+9940556262773,2,362.6,120.87,193,0.62,0.068,1,0,6721,1,5,1,Leisure,1,87,0,0,0.38,1
+9940555231526,2,323.97,107.99,159,0.447,0.29,1,0,2455,2,4,1,Leisure,1,40,0,0,0.553,1
+9940702152473,3,380.91,95.23,295,0.086,0.662,2,0,46394,5,2,1,Business,2,73,0,0,0.914,1
+9940776891317,1,50.0,25.0,64,0.9,0.05,0,0,40829,3,3,1,Leisure,2,78,0,0,0.1,0
+9940513889770,1,176.12,88.06,87,0.227,0.137,1,2,23643,5,3,1,Leisure,1,30,0,0,0.773,1
+9940772951727,0,984.82,984.82,104,0.008,0.693,0,0,20015,4,1,1,Business,1,43,0,0,0.992,1
+9940512738874,2,179.65,59.88,102,0.582,0.117,0,1,47162,2,2,0,Leisure,0,-5,0,0,0.418,0
+9940779836897,2,165.08,55.03,307,0.828,0.202,0,1,23216,5,1,1,Leisure,1,31,0,0,0.172,0
+9940551929551,3,746.61,186.65,180,0.493,0.765,0,0,8994,5,2,1,Business,2,10,0,0,0.507,0
+9940708186731,0,307.64,307.64,252,0.849,0.132,1,0,12200,4,4,1,Leisure,3,5,0,0,0.151,1
+9940778795300,0,177.23,177.23,179,0.074,0.162,1,0,13024,1,5,1,Leisure,3,46,0,0,0.926,1
+9940701279476,3,172.88,43.22,279,0.285,0.187,2,1,30064,4,3,1,Leisure,2,53,1,0,0.715,1
+9940776303979,1,247.66,123.83,16,0.642,0.045,0,1,18073,3,4,1,Leisure,0,73,0,0,0.358,1
+9940556196642,1,94.25,47.12,84,0.773,0.249,2,0,15110,5,5,1,Leisure,0,48,0,0,0.227,1
+9940504228054,3,166.23,41.56,214,0.078,0.167,3,0,6228,4,3,1,Leisure,2,84,0,0,0.922,1
+9940557000427,4,62.97,12.59,97,0.612,0.288,1,0,8040,1,3,0,Leisure,0,15,0,0,0.388,1
+9940504678023,2,262.27,87.42,6,0.77,0.11,0,0,9580,3,4,1,Leisure,1,29,0,0,0.23,0
+9940774957223,1,1070.94,535.47,278,0.127,0.988,1,1,6337,1,1,0,Business,1,79,0,0,0.873,1
+9940514883670,1,406.87,203.43,71,0.148,0.029,1,0,20506,1,3,0,Leisure,1,-4,1,0,0.852,1
+9940518206068,3,50.0,12.5,314,0.508,0.291,2,0,32260,1,3,0,Leisure,2,59,0,0,0.492,1
+9940516698342,2,515.57,171.86,115,0.433,0.713,1,0,27931,4,2,1,Business,1,61,0,0,0.567,1
+9940704411422,3,50.0,12.5,191,0.425,0.13,2,0,6057,2,3,1,Leisure,2,21,0,0,0.575,1
+9940559340923,2,100.42,33.47,305,0.868,0.023,1,0,28683,4,2,1,Leisure,0,23,1,0,0.132,1
+9940778218529,0,956.09,956.09,124,0.066,0.823,1,1,23732,4,4,1,Business,3,45,0,0,0.934,0
+9940559395015,3,206.9,51.73,72,0.736,0.127,0,0,341,2,3,1,Leisure,3,50,1,0,0.264,1
+9940517574507,0,1386.13,1386.13,152,0.818,0.577,0,0,8441,4,2,1,Business,0,6,0,1,0.182,0
+9940504523427,0,167.78,167.78,143,0.384,0.132,1,0,40004,1,4,1,Leisure,2,31,0,0,0.616,1
+9940507956474,3,50.0,12.5,219,0.693,0.068,0,0,12973,2,4,1,Leisure,3,72,0,0,0.307,0
+9940513963361,1,1078.01,539.01,236,0.587,0.776,0,0,15137,5,1,1,Business,2,54,1,0,0.413,0
+9940773438358,0,212.92,212.92,351,0.265,0.296,1,0,8540,1,4,1,Leisure,3,5,0,0,0.735,0
+9940555059418,1,342.68,171.34,55,0.512,0.849,2,1,36834,1,2,0,Business,2,17,0,2,0.488,1
+9940779723733,2,197.18,65.73,72,0.058,0.135,2,0,19833,4,1,1,Leisure,0,-4,0,0,0.942,1
+9940506111407,3,308.07,77.02,27,0.81,0.171,1,0,13562,2,1,0,Leisure,0,8,0,0,0.19,0
+9940504453237,1,142.61,71.31,31,0.056,0.234,1,0,23309,2,2,0,Leisure,2,-2,0,0,0.944,1
+9940775156360,3,91.29,22.82,3,0.291,0.082,1,0,14212,3,4,1,Leisure,1,9,2,0,0.709,1
+9940503620946,0,1564.84,1564.84,130,0.41,0.62,0,0,25556,5,3,1,Business,3,68,0,0,0.59,1
+9940506928780,2,381.56,127.19,351,0.5,0.038,1,0,29790,3,2,1,Leisure,3,82,1,0,0.5,0
+9940554153822,1,250.51,125.25,17,0.533,0.245,0,0,3727,2,5,1,Leisure,0,81,0,0,0.467,0
+9940775989590,0,50.0,50.0,15,0.603,0.271,1,0,846,3,2,1,Leisure,2,77,0,0,0.397,1
+9940704328363,1,335.59,167.8,122,0.917,0.271,2,1,38825,3,5,1,Leisure,2,-5,0,0,0.083,0
+9940503886439,2,158.59,52.86,238,0.478,0.013,0,0,5939,2,3,1,Leisure,1,75,2,0,0.522,0
+9940779732120,0,176.63,176.63,242,0.652,0.149,0,1,4873,1,3,0,Leisure,3,56,1,0,0.348,1
+9940774111576,1,71.11,35.56,2,0.089,0.267,3,0,48417,2,3,1,Leisure,0,52,0,0,0.911,0
+9940771634683,0,1828.13,1828.13,9,0.842,0.991,0,0,44752,3,2,1,Business,1,1,1,1,0.158,1
+9940774407334,0,911.98,911.98,301,0.338,0.687,0,0,22958,5,3,1,Business,0,32,0,0,0.662,0
+9940515789295,2,786.03,262.01,296,0.591,0.785,1,1,3352,2,3,1,Business,0,21,0,3,0.409,0
+9940771851757,1,260.79,130.4,244,0.981,0.256,1,0,41306,5,1,1,Leisure,3,14,1,0,0.019,1
+9940513751159,0,212.67,212.67,54,0.758,0.018,1,0,46241,3,5,1,Leisure,3,54,1,0,0.242,1
+9940772494563,2,1469.91,489.97,357,0.405,0.921,1,0,40991,1,5,1,Business,2,56,0,0,0.595,0
+9940555505834,1,180.6,90.3,269,0.451,0.217,0,0,47746,1,3,0,Leisure,0,4,1,0,0.549,0
+9940707508023,3,269.72,67.43,341,0.146,0.244,1,0,300,4,3,1,Leisure,1,24,0,0,0.854,0
+9940709716321,0,238.29,238.29,224,0.631,0.055,0,1,45781,3,3,1,Leisure,0,43,0,0,0.369,0
+9940704501870,2,1698.15,566.05,352,0.553,0.819,2,0,23100,3,3,1,Business,3,50,0,0,0.447,0
+9940708769326,0,81.2,81.2,42,0.593,0.069,2,0,15912,4,3,1,Leisure,2,17,0,0,0.407,0
+9940702930850,3,629.39,157.35,28,0.268,0.907,3,1,31119,1,2,0,Business,0,27,0,0,0.732,0
+9940708024472,0,1601.27,1601.27,349,0.71,0.772,0,0,49570,1,1,0,Business,3,30,0,0,0.29,1
+9940506064051,1,160.33,80.17,214,0.299,0.231,2,0,39699,4,1,1,Leisure,3,-6,0,0,0.701,0
+9940777823558,0,154.04,154.04,223,0.447,0.13,2,0,17261,3,1,0,Leisure,2,61,0,0,0.553,1
+9940557799855,0,332.57,332.57,272,0.149,0.683,0,1,48301,1,4,1,Business,2,53,0,0,0.851,1
+9940515791890,3,1151.85,287.96,339,0.715,0.847,3,0,12919,4,3,1,Business,0,77,1,2,0.285,1
+9940553316801,3,100.25,25.06,46,0.176,0.278,1,0,7123,2,3,1,Leisure,3,88,0,0,0.824,1
+9940775735656,2,50.0,16.67,97,0.587,0.187,1,1,42092,3,4,1,Leisure,0,61,0,0,0.413,1
+9940778441108,3,167.83,41.96,77,0.825,0.259,3,0,35182,1,2,0,Leisure,3,38,0,0,0.175,1
+9940779735930,0,198.07,198.07,98,0.59,0.007,1,1,5414,2,2,0,Leisure,0,6,0,0,0.41,1
+9940559347542,3,1132.71,283.18,149,0.605,0.767,0,1,22007,4,3,1,Business,1,7,1,1,0.395,1
+9940702633203,1,226.67,113.33,208,0.88,0.116,3,0,5632,1,3,0,Leisure,3,2,0,0,0.12,1
+9940516376550,2,233.55,77.85,310,0.997,0.213,4,0,19705,4,4,1,Leisure,0,65,0,0,0.003,0
+9940701941354,4,297.27,59.45,86,0.195,0.099,1,0,28698,1,5,1,Leisure,1,35,0,0,0.805,1
+9940707020528,1,90.22,45.11,298,0.476,0.004,3,0,52,5,3,1,Leisure,3,41,1,0,0.524,0
+9940519931020,3,236.74,59.18,210,0.363,0.142,2,1,18031,5,1,1,Leisure,0,74,0,0,0.637,1
+9940511473183,2,255.17,85.06,298,0.07,0.178,1,0,49508,3,3,1,Leisure,3,61,1,0,0.93,1
+9940506909153,1,1207.29,603.64,293,0.367,0.804,3,1,17213,5,1,1,Business,1,45,0,1,0.633,0
+9940509509678,0,1008.72,1008.72,101,0.7,0.508,0,0,30903,3,5,1,Business,0,78,0,0,0.3,0
+9940558624658,2,878.6,292.87,284,0.851,0.655,1,0,18055,4,3,1,Business,3,52,1,0,0.149,1
+9940554532362,2,215.23,71.74,279,0.822,0.229,1,1,31472,3,3,1,Leisure,2,19,0,0,0.178,1
+9940501935297,1,154.82,77.41,205,0.02,0.092,1,2,11416,3,3,1,Leisure,2,74,0,0,0.98,0
+9940559315102,1,326.98,163.49,35,0.395,0.282,1,0,46804,1,2,0,Leisure,1,17,1,0,0.605,1
+9940709291901,0,1209.8,1209.8,347,0.949,0.814,1,0,16188,4,2,1,Business,3,-6,0,0,0.051,0
+9940516210797,1,653.32,326.66,346,0.553,0.815,1,0,11713,4,2,1,Business,2,38,0,0,0.447,0
+9940519810051,3,1328.79,332.2,125,0.98,0.767,2,0,4896,5,3,1,Business,2,73,2,2,0.02,1
+9940511041569,0,166.37,166.37,181,0.344,0.043,1,0,35205,5,3,1,Leisure,3,1,0,0,0.656,1
+9940556549495,0,50.0,50.0,155,0.4,0.205,0,1,37362,2,2,0,Leisure,1,73,1,0,0.6,0
+9940511346877,2,192.97,64.32,261,0.456,0.041,1,0,23000,1,1,0,Leisure,2,2,1,0,0.544,1
+9940709421247,0,136.49,136.49,116,0.853,0.261,3,0,5603,1,1,0,Leisure,0,70,0,0,0.147,1
+9940517123768,5,50.0,8.33,355,0.29,0.193,0,0,24394,5,1,1,Leisure,3,42,0,0,0.71,1
+9940559220857,2,1378.62,459.54,33,0.437,0.768,0,0,29939,4,1,1,Business,1,45,0,1,0.563,1
+9940516064011,1,290.31,145.15,152,0.786,0.039,3,1,39225,3,3,1,Leisure,0,31,0,0,0.214,1
+9940501749367,2,686.95,228.98,167,0.331,0.631,1,0,4339,1,2,0,Business,1,73,0,0,0.669,1
+9940701238791,0,175.87,175.87,111,0.408,0.085,0,0,13445,2,3,1,Leisure,1,31,0,0,0.592,1
+9940514020160,3,1306.66,326.66,172,0.881,0.686,2,0,47901,2,2,0,Business,0,48,1,0,0.119,1
+9940517691138,3,1189.25,297.31,115,0.352,0.728,2,0,46823,1,5,1,Business,1,55,0,0,0.648,0
+9940702359290,1,357.37,178.68,130,0.547,0.183,1,1,19936,2,1,0,Leisure,1,5,0,0,0.453,1
+9940778669307,1,203.77,101.88,34,0.068,0.011,1,0,24404,5,1,1,Leisure,1,83,0,0,0.932,1
+9940703155350,0,163.85,163.85,147,0.951,0.142,1,0,22515,5,3,1,Leisure,3,13,0,0,0.049,1
+9940775467756,2,274.77,91.59,247,0.662,0.179,0,0,25820,4,4,1,Leisure,1,83,0,0,0.338,1
+9940772827729,2,1325.68,441.89,335,0.963,0.577,0,0,38996,2,2,0,Business,3,56,0,0,0.037,1
+9940555191816,4,338.05,67.61,363,0.812,0.299,1,1,19581,4,4,1,Leisure,0,32,0,0,0.188,0
+9940705069566,2,234.44,78.15,287,0.763,0.137,0,1,12840,2,1,0,Leisure,3,81,1,0,0.237,0
+9940511049257,0,1036.48,1036.48,318,0.135,0.514,2,0,3808,1,5,1,Business,2,55,0,0,0.865,1
+9940556110302,2,299.2,99.73,127,0.487,0.067,2,1,23585,2,3,1,Leisure,3,39,0,0,0.513,0
+9940558079846,0,1642.72,1642.72,352,0.015,0.714,0,0,27696,5,5,1,Business,1,31,0,0,0.985,1
+9940779426483,1,968.26,484.13,316,0.562,0.653,1,1,34087,5,5,1,Business,3,10,2,0,0.438,0
+9940773976444,0,641.15,641.15,77,0.957,0.872,0,0,32828,3,5,1,Business,2,65,0,1,0.043,1
+9940558925275,1,1022.11,511.05,264,0.386,0.766,2,0,17582,5,3,1,Business,1,28,0,0,0.614,1
+9940708908871,1,295.7,147.85,26,0.348,0.058,0,1,2537,2,1,0,Leisure,1,41,1,0,0.652,1
+9940519895443,1,133.23,66.61,119,0.286,0.1,0,0,22665,1,4,1,Leisure,0,-7,0,0,0.714,0
+9940774357544,4,264.28,52.86,101,0.575,0.036,2,0,14830,4,2,1,Leisure,0,5,0,0,0.425,1
+9940558658022,1,662.94,331.47,287,0.905,0.861,1,0,11234,4,4,1,Business,1,4,0,1,0.095,1
+9940556085700,1,236.6,118.3,222,0.589,0.091,0,0,41484,1,5,1,Leisure,2,46,1,0,0.411,0
+9940701524436,1,200.06,100.03,111,0.754,0.219,2,1,22638,1,1,0,Leisure,2,42,0,0,0.246,1
+9940703433075,0,184.76,184.76,267,0.368,0.274,1,0,24764,3,5,1,Leisure,2,89,0,0,0.632,1
+9940507048461,4,134.38,26.88,37,0.37,0.281,0,1,31439,4,1,1,Leisure,1,25,0,0,0.63,1
+9940512445294,2,276.11,92.04,285,0.237,0.17,1,0,30130,1,5,1,Leisure,3,19,0,0,0.763,0
+9940504912587,2,313.95,104.65,316,0.097,0.098,1,0,46662,4,5,1,Leisure,3,43,0,0,0.903,1
+9940707974170,2,213.16,71.05,17,0.836,0.272,0,0,18346,1,3,0,Leisure,1,67,0,0,0.164,0
+9940502347835,0,155.52,155.52,272,0.727,0.292,1,0,31345,2,1,0,Leisure,2,44,0,0,0.273,1
+9940515469313,2,249.18,83.06,221,0.131,0.226,0,0,2858,5,5,1,Leisure,2,20,0,0,0.869,1
+9940552933727,2,109.69,36.56,85,0.538,0.174,1,1,591,1,2,0,Leisure,0,27,1,0,0.462,1
+9940705828390,2,325.75,108.58,97,0.625,0.05,2,0,28019,2,3,1,Leisure,3,63,0,0,0.375,1
+9940553166402,5,314.14,52.36,79,0.865,0.188,0,1,4535,2,5,1,Leisure,3,70,0,0,0.135,1
+9940779688742,1,249.7,124.85,96,0.141,0.071,2,0,12743,1,2,0,Leisure,2,39,0,0,0.859,0
+9940771690310,3,157.18,39.3,120,0.113,0.054,0,0,35208,4,1,1,Leisure,0,49,0,0,0.887,0
+9940509672218,0,180.84,180.84,286,0.258,0.12,0,2,35495,2,5,1,Leisure,0,62,1,0,0.742,1
+9940778126873,2,50.0,16.67,104,0.239,0.12,1,0,17327,2,5,1,Leisure,2,-7,0,0,0.761,1
+9940708700778,1,123.4,61.7,326,0.147,0.152,1,0,19790,2,2,0,Leisure,1,73,1,0,0.853,0
+9940708663580,4,273.48,54.7,199,0.877,0.115,2,0,45254,5,2,1,Leisure,0,34,1,0,0.123,0
+9940502688483,0,122.68,122.68,218,0.993,0.011,0,0,25436,1,5,1,Leisure,1,-6,0,0,0.007,1
+9940709379824,1,1491.47,745.73,328,0.655,0.502,1,0,17829,3,5,1,Business,0,77,1,0,0.345,1
+9940706348453,0,150.36,150.36,7,0.757,0.09,0,0,28073,4,2,1,Leisure,0,55,0,0,0.243,1
+9940559659414,3,107.23,26.81,153,0.525,0.177,2,1,20252,5,2,1,Leisure,2,68,2,0,0.475,0
+9940508903325,1,2008.96,1004.48,120,0.625,0.883,0,0,36117,3,4,1,Business,1,-1,0,0,0.375,1
+9940556216490,2,1422.63,474.21,292,0.851,0.955,1,0,21318,1,3,0,Business,0,38,1,0,0.149,1
+9940774370175,2,336.52,112.17,343,0.886,0.257,3,0,40599,2,3,1,Leisure,2,85,0,0,0.114,1
+9940702055584,2,1649.07,549.69,350,0.326,0.512,2,0,10756,2,1,0,Business,0,29,0,0,0.674,0
+9940501909955,1,915.61,457.81,227,0.797,0.653,2,0,5044,5,3,1,Business,1,43,0,0,0.203,1
+9940774507386,0,1382.46,1382.46,102,0.016,0.553,1,0,35434,4,1,1,Business,0,30,0,1,0.984,0
+9940778298665,0,2087.94,2087.94,304,0.122,0.536,1,0,4666,2,5,1,Business,0,21,0,1,0.878,1
+9940505548093,1,957.99,478.99,210,0.293,0.82,0,0,27144,4,2,1,Business,3,76,0,1,0.707,0
+9940775335871,0,140.36,140.36,174,0.493,0.009,0,0,8035,1,4,1,Leisure,3,58,0,0,0.507,0
+9940553200083,2,185.01,61.67,165,0.232,0.151,1,0,8676,4,1,1,Leisure,2,41,0,0,0.768,1
+9940556079533,1,338.3,169.15,163,0.871,0.172,1,0,32899,1,5,1,Leisure,1,59,0,0,0.129,1
+9940556742677,2,273.54,91.18,317,0.542,0.267,2,0,47773,1,3,0,Leisure,1,38,0,0,0.458,1
+9940709839297,2,404.0,134.67,202,0.413,0.651,0,0,12554,4,3,1,Business,1,37,0,2,0.587,1
+9940777564751,2,81.3,27.1,322,0.794,0.071,0,0,11826,3,1,0,Leisure,2,46,0,0,0.206,0
+9940706464902,0,132.34,132.34,308,0.706,0.135,2,0,38679,2,1,0,Leisure,0,80,0,0,0.294,1
+9940779190690,0,282.31,282.31,101,0.754,0.127,2,0,21142,2,5,1,Leisure,1,58,1,0,0.246,0
+9940774824814,0,992.07,992.07,345,0.324,0.513,0,2,19199,5,5,1,Business,3,86,0,2,0.676,0
+9940509414539,0,217.63,217.63,123,0.314,0.079,0,2,16700,4,3,1,Leisure,1,83,0,0,0.686,1
+9940514329858,0,160.73,160.73,195,0.3,0.099,1,0,20981,1,5,1,Leisure,0,37,0,0,0.7,1
+9940702150012,2,124.1,41.37,340,0.79,0.288,0,0,22363,2,2,0,Leisure,1,1,2,0,0.21,0
+9940554758573,1,148.61,74.31,349,0.382,0.147,3,0,27933,3,2,1,Leisure,2,62,1,0,0.618,1
+9940502158897,1,284.81,142.41,53,0.123,0.254,2,0,26919,4,4,1,Leisure,2,40,1,0,0.877,0
+9940502065591,2,250.56,83.52,286,0.502,0.288,1,0,30817,2,5,1,Leisure,3,-7,0,0,0.498,1
+9940558930876,1,1315.42,657.71,191,0.211,0.614,2,0,27144,1,1,0,Business,0,-2,2,0,0.789,1
+9940708152754,3,692.2,173.05,283,0.577,0.777,1,0,912,5,3,1,Business,0,22,0,3,0.423,0
+9940502990905,2,50.0,16.67,317,0.525,0.059,1,0,35609,5,4,1,Leisure,2,25,0,0,0.475,0
+9940508539450,0,215.68,215.68,344,0.271,0.241,0,0,20708,3,2,1,Leisure,1,74,0,0,0.729,0
